,pid,word,simplicity,complexity,gid,sentence,category,complex_annotation_count,complex_annotators,label
57697,twcweligvep1,अकरा,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57698,twcweligvep1,अकसर,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57699,twcweligvep1,अकेला,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57700,twcweligvep1,अक्सर,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57701,twcweligvep1,अखीर,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57702,twcweligvep1,अग,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57703,twcweligvep1,अगड़ा,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57704,twcweligvep1,अगुआ,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57705,twcweligvep1,अग्रगण्य,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57706,twcweligvep1,अग्रणी,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57707,twcweligvep1,अंघ्रि,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57708,twcweligvep1,अघ्रिप,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57709,twcweligvep1,अजादी,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57710,twcweligvep1,अजीम,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57711,twcweligvep1,अज़ीम,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57712,twcweligvep1,अजोड़,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57713,twcweligvep1,अटन,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57714,twcweligvep1,अतुल,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57715,twcweligvep1,अतुलनीय,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57716,twcweligvep1,अतुलित,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57717,twcweligvep1,अत्याचार,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57718,twcweligvep1,अंदाज,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57719,twcweligvep1,अंदाज़,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57720,twcweligvep1,अद्वितीय,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57721,twcweligvep1,अद्वैत,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57722,twcweligvep1,अधिकतर,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57723,twcweligvep1,अधिकार,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57724,twcweligvep1,अधिकारिता,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57725,twcweligvep1,अधिकारित्व,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57726,twcweligvep1,अधिकांशतः,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57727,twcweligvep1,अधिकांशतया,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57728,twcweligvep1,अधिष्ठान,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57729,twcweligvep1,अध्यवसान,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57730,twcweligvep1,अध्यारूढ़,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57731,twcweligvep1,अनन्यसाधारण,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57732,twcweligvep1,अनभिव्यक्त,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57733,twcweligvep1,अनमोल,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57734,twcweligvep1,अनवधि,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57735,twcweligvep1,अनवर,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57736,twcweligvep1,अनु,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57737,twcweligvep1,अनुत्तम,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57738,twcweligvep1,अनुपम,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57739,twcweligvep1,अनुपमा,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57740,twcweligvep1,अनुपमित,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57741,twcweligvep1,अनुपमेय,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57742,twcweligvep1,अनूक,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57743,twcweligvep1,अनेकत्व,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57744,twcweligvep1,अनेकधा,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57745,twcweligvep1,अनोकह,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57746,twcweligvep1,अनोखा,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57747,twcweligvep1,अन्दाज,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57748,twcweligvep1,अन्दाज़,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57749,twcweligvep1,अपूर्व,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57750,twcweligvep1,अपेक्षया,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57751,twcweligvep1,अपेक्षाकृत,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57752,twcweligvep1,अपेक्षिता,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57753,twcweligvep1,अप्रकट,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57754,twcweligvep1,अप्रकटित,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57755,twcweligvep1,अप्रगट,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57756,twcweligvep1,अप्रगटित,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57757,twcweligvep1,अप्रतिम,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57758,twcweligvep1,अप्रतिमान,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57759,twcweligvep1,अप्रतिरूप,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57760,twcweligvep1,अप्रतुल,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57761,twcweligvep1,अंबक,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57762,twcweligvep1,अभिकांक्षा,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57763,twcweligvep1,अभिकाम,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57764,twcweligvep1,अभिज्ञान,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57765,twcweligvep1,अभिध्या,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57766,twcweligvep1,अभिप्रीति,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57767,twcweligvep1,अभिमत,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57768,twcweligvep1,अभिमतता,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57769,twcweligvep1,अभिमति,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57770,twcweligvep1,अभिलाख,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57771,twcweligvep1,अभिलाखना,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57772,twcweligvep1,अभिलाखा,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57773,twcweligvep1,अभिलाष,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57774,twcweligvep1,अभिलाषा,5,0,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
57775,twcweligvep1,अभिलास,1,1,12,"बदल गई हवाहालाँकि दिल्ली विधानसभा में बेहतर प्रदर्शन के बाद सभी पार्टियाँ अरविंद केजरीवाल और उनकी पार्टी का लोहा मान रही है ।
",news,0,,
