,pid,word,simplicity,complexity,gid,sentence,category,complex_annotation_count,complex_annotators,label
24558,nicwneteigenp1,१०००००,5,0,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24559,nicwneteigenp1,100000,5,0,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24560,nicwneteigenp1,अकत,3,1,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24561,nicwneteigenp1,अकेला,5,0,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24562,nicwneteigenp1,अक्षमा,4,0,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24563,nicwneteigenp1,अखिल,5,0,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24564,nicwneteigenp1,अख्तियार,3,1,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24565,nicwneteigenp1,अख़्तियार,4,0,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24566,nicwneteigenp1,अजोड़,4,0,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24567,nicwneteigenp1,अजोत,4,0,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
24568,nicwneteigenp1,अंतर्गत,4,0,19,"नीतीश ने बताया कि उन्होंने विधानसभा भंग करने की सिफ़ारिश नहीं की है और वैकल्पिक सरकार बनने का रास्ता खुला हुआ है  । 
",news,0,,
