,pid,word,simplicity,complexity,gid,sentence,category,complex_annotation_count,complex_annotators,label
30573,scwiigxp1,अकल्पित,1,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30574,scwiigxp1,अकालातीत,1,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30575,scwiigxp1,अकूट,4,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30576,scwiigxp1,अकृत्रिम,1,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30577,scwiigxp1,अकेला,4,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30578,scwiigxp1,अक्षम,2,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30579,scwiigxp1,अग,5,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30580,scwiigxp1,अंग,5,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30581,scwiigxp1,अंगना,3,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30582,scwiigxp1,अगास,4,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30583,scwiigxp1,अगूढ़,2,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30584,scwiigxp1,अघ्रिप,1,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30585,scwiigxp1,अचंचलता,2,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30586,scwiigxp1,अंचलीय,1,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30587,scwiigxp1,अच्युत,1,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30588,scwiigxp1,अजमाना,4,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30589,scwiigxp1,अजार,5,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30590,scwiigxp1,अंजुमन,2,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30591,scwiigxp1,अजोड़,4,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30592,scwiigxp1,अंतः,4,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30593,scwiigxp1,अंतरंग,4,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30594,scwiigxp1,अंतरजाल,4,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30595,scwiigxp1,अंतरिक्षसत्,1,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30596,scwiigxp1,अंतरित,4,0,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
30597,scwiigxp1,अंतरीय,3,1,6,"मुझे धीरेधीरे यह अनुभव हो रहा था कि संसार की उत्पत्ति से अब तक लाखों शताब्दियाँ बीत जाने पर भी मनुष्य वैसा ही क्रूर वैसा ही वासनाओं का गुलाम बना हुआ है  ।
",old stories,0,,
