,pid,word,simplicity,complexity,gid,sentence,category,complex_annotation_count,complex_annotators,label
5326,elcwevigenp1,अग,3,1,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5327,elcwevigenp1,अंगना,5,0,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5328,elcwevigenp1,अदालत,5,0,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5329,elcwevigenp1,अदित,1,1,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5330,elcwevigenp1,अधिकरण,4,0,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5331,elcwevigenp1,अधिकरणमंडप,4,0,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5332,elcwevigenp1,अधिकरणमण्डप,5,0,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5333,elcwevigenp1,अधिरथी,1,1,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5334,elcwevigenp1,अधिवेशन,3,1,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5335,elcwevigenp1,अनड्वान्,2,1,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5336,elcwevigenp1,अनसहत,3,1,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
5337,elcwevigenp1,अनुगम,1,1,11,"वह अपनी आँखें बंद कर लेती है और जैसे जीवन से विदा लेकर नीचे की ओर फिसल पड़ती है स्लेज के फिसलने की गूँज सुनाई पड़ रही है   । 
",novels,0,,
