id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
8967,अभिव्यक्ति,10,1,13,13.0,5,5,8,8.0,32,32.0,2,4,0
8968,व्यंजना,7,2,15,7.5,4,3,33,16.5,34,17.0,1,3,0
8969,व्यञ्जना,8,2,15,7.5,5,3,33,16.5,34,17.0,2,3,0
8970,अभिव्यंजन,9,1,13,13.0,5,4,8,8.0,32,32.0,1,4,0
8971,अभिव्यंजना,10,1,13,13.0,5,5,8,8.0,32,32.0,1,4,0
8972,अभिव्यञ्जन,10,1,13,13.0,6,4,8,8.0,32,32.0,2,4,0
8973,अभिव्यञ्जना,11,1,13,13.0,6,5,8,8.0,32,32.0,2,4,0
8974,प्रकटन,6,2,18,9.0,5,1,14,7.0,37,18.5,1,4,0
8975,प्रगटन,6,1,13,13.0,5,1,8,8.0,32,32.0,1,4,0
8976,आस्फोटन,7,4,30,7.5,4,3,58,14.5,32,8.0,1,3,0
8977,उगहन,4,1,13,13.0,3,1,8,8.0,32,32.0,0,3,0
