id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
2654,निमित्त,7,2,51,25.5,4,3,25,12.5,10,5.0,1,2,0
2655,उद्देश्य,8,2,30,15.0,4,4,22,11.0,7,3.5,2,3,1
2656,मंसा,4,4,124,31.0,2,2,36,9.0,80,20.0,0,2,1
2657,मंशा,4,2,114,57.0,2,2,25,12.5,80,40.0,0,2,1
2658,नीयत,4,1,28,28.0,3,1,9,9.0,7,7.0,0,2,1
2659,मकसद,4,1,28,28.0,4,0,9,9.0,7,7.0,0,3,0
2660,मक़सद,5,1,28,28.0,4,1,9,9.0,7,7.0,0,2,1
2661,कारण,4,2,51,25.5,3,1,25,12.5,10,5.0,0,2,0
2662,ध्येय,5,1,28,28.0,3,2,9,9.0,7,7.0,1,3,1
2663,हेतु,4,6,56,9.333333333333334,2,2,78,13.0,11,1.8333333333333333,0,2,0
2664,प्रयोजन,7,2,48,24.0,5,2,17,8.5,31,15.5,1,4,1
2665,तुक,3,2,32,16.0,2,1,14,7.0,7,3.5,0,1,0
2666,नियत,4,1,28,28.0,3,1,9,9.0,7,7.0,0,2,1
2667,लक्ष्य,6,8,56,7.0,4,2,81,10.125,7,0.875,2,2,1
2668,साध्य,5,1,28,28.0,3,2,9,9.0,7,7.0,1,2,1
2669,मिशन,4,4,31,7.75,3,1,41,10.25,8,2.0,0,2,0
2670,आवश्यकता,8,3,40,13.333333333333334,5,3,27,9.0,20,6.666666666666667,1,4,0
2671,इष्ट,4,6,115,19.166666666666668,2,2,102,17.0,95,15.833333333333334,1,1,1
2672,समायोग,6,6,85,14.166666666666666,4,2,71,11.833333333333334,25,4.166666666666667,0,3,1
2673,अपदेश,5,8,111,13.875,3,2,88,11.0,34,4.25,0,3,1
2674,वजह,3,1,23,23.0,3,0,16,16.0,3,3.0,0,2,0
2675,सबब,3,1,23,23.0,3,0,16,16.0,3,3.0,0,2,1
2676,बहाना,5,2,30,15.0,3,2,36,18.0,3,1.5,0,3,0
2677,कारक,4,2,24,12.0,3,1,26,13.0,29,14.5,0,2,1
2678,इल्लत,5,5,96,19.2,3,2,72,14.4,1018,203.6,1,2,0
2679,बाइस,4,2,29,14.5,2,2,20,10.0,3,1.5,0,1,0
