id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
10564,हाँक,4,1,19,19.0,2,2,21,21.0,10,10.0,0,1,0
10565,हाँका,5,2,23,11.5,2,3,29,14.5,10,5.0,0,2,0
10566,हांक,4,1,19,19.0,2,2,21,21.0,10,10.0,0,1,0
10567,हांका,5,2,23,11.5,2,3,29,14.5,10,5.0,0,2,0
10568,टेर,3,1,19,19.0,2,1,21,21.0,10,10.0,0,1,0
10569,हाव,3,2,20,10.0,2,1,33,16.5,11,5.5,0,1,0
10570,अहान,4,1,19,19.0,2,2,21,21.0,10,10.0,0,2,0
10571,आवाज,4,5,55,11.0,2,2,84,16.8,451,90.2,0,2,0
10572,आवाज़,5,5,55,11.0,2,3,84,16.8,451,90.2,0,2,0
10573,हेरी,4,1,19,19.0,2,2,21,21.0,10,10.0,0,2,0
10574,आहाँ,4,2,24,12.0,1,3,27,13.5,10,5.0,0,2,0
10575,आहां,4,1,19,19.0,1,3,21,21.0,10,10.0,0,2,0
