id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
4620,टीला,4,1,15,15.0,2,2,14,14.0,1,1.0,0,2,0
4621,टिब्बा,6,1,15,15.0,3,3,14,14.0,1,1.0,1,2,0
4622,ढूह,3,1,15,15.0,2,1,14,14.0,1,1.0,0,1,0
4623,भींटा,5,1,15,15.0,2,3,14,14.0,1,1.0,0,2,0
4624,कररा,4,1,15,15.0,3,1,14,14.0,1,1.0,0,2,0
4625,धूहा,4,2,23,11.5,2,2,15,7.5,1,0.5,0,2,0
4626,टेकरी,5,2,25,12.5,3,2,46,23.0,5,2.5,0,2,0
4627,टेकर,4,2,25,12.5,3,1,46,23.0,5,2.5,0,2,0
4628,टेकरा,5,2,25,12.5,3,2,46,23.0,5,2.5,0,2,0
4629,धूलिकेदार,9,1,15,15.0,5,4,14,14.0,1,1.0,0,4,0
4630,धुस्स,5,2,16,8.0,3,2,25,12.5,1,0.5,1,1,0
4631,करारा,5,3,42,14.0,3,2,70,23.333333333333332,19,6.333333333333333,0,3,0
