id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
9016,निर्लिप्त,9,1,13,13.0,5,4,0,0.0,0,0.0,2,2,1
9017,अनासक्त,7,1,13,13.0,4,3,0,0.0,0,0.0,1,3,1
9018,अलिप्त,6,1,13,13.0,3,3,0,0.0,0,0.0,1,2,1
9019,उदासीन,6,3,46,15.333333333333334,3,3,0,0.0,0,0.0,0,3,1
9020,मायारहित,8,1,13,13.0,5,3,0,0.0,0,0.0,0,4,1
9021,मायाशून्य,9,1,13,13.0,5,4,0,0.0,0,0.0,1,4,1
9022,वीतराग,6,3,27,9.0,4,2,56,18.666666666666668,0,0.0,0,3,1
9023,रागरहित,7,1,13,13.0,5,2,0,0.0,0,0.0,0,4,1
9024,विरक्त,6,1,11,11.0,4,2,13,13.0,81,81.0,1,2,1
9025,अमाय,4,2,18,9.0,2,2,0,0.0,0,0.0,0,3,1
9026,अमाया,5,2,18,9.0,2,3,0,0.0,0,0.0,0,3,1
9027,अमुग्ध,6,2,36,18.0,3,3,0,0.0,0,0.0,1,2,1
9028,अविसन,5,2,24,12.0,3,2,0,0.0,0,0.0,0,3,1
