id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
11425,धार्मिक,7,2,16,8.0,4,3,0,0.0,0,0.0,1,2,0
11426,धर्मशील,7,1,13,13.0,5,2,0,0.0,0,0.0,1,3,0
11427,धर्मी,5,1,13,13.0,3,2,0,0.0,0,0.0,1,2,0
11428,धर्मनिष्ठ,9,1,3,3.0,6,3,15,15.0,0,0.0,2,3,0
11429,धर्मपरायण,9,1,13,13.0,7,2,0,0.0,0,0.0,1,5,0
11430,सुधर्मी,7,1,13,13.0,4,3,0,0.0,0,0.0,1,3,0
11431,धर्मात्मा,9,1,8,8.0,5,4,15,15.0,0,0.0,2,3,0
11432,धर्मपति,7,1,39,39.0,5,2,37,37.0,0,0.0,1,3,0
11433,अक़ीदतमंद,9,1,13,13.0,5,4,0,0.0,0,0.0,0,5,0
11434,अकीदतमंद,8,1,13,13.0,5,3,0,0.0,0,0.0,0,5,0
11435,अक़ीदतमन्द,10,1,13,13.0,6,4,0,0.0,0,0.0,1,5,0
11436,अकीदतमन्द,9,1,13,13.0,6,3,0,0.0,0,0.0,1,5,0
11437,मजहबी,5,1,3,3.0,4,1,0,0.0,0,0.0,0,3,0
11438,मज़हबी,6,1,3,3.0,4,2,0,0.0,0,0.0,0,2,0
