id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
7960,बादशाह,6,4,20,5.0,4,2,65,16.25,26,6.5,0,3,0
7961,सुल्तान,7,1,8,8.0,4,3,62,62.0,26,26.0,1,2,0
7962,सुलतान,6,1,8,8.0,4,2,62,62.0,26,26.0,0,3,0
7963,शाह,3,1,8,8.0,2,1,62,62.0,26,26.0,0,1,0
7964,ताजदार,6,2,14,7.0,4,2,124,62.0,28,14.0,0,3,0
7965,ताजवर,5,1,8,8.0,4,1,62,62.0,26,26.0,0,3,0
7966,किबलाआलम,8,2,122,61.0,5,3,76,38.0,180,90.0,0,4,0
7967,क़िबलाआलम,9,2,122,61.0,5,4,76,38.0,180,90.0,0,4,0
7968,रानी,4,5,27,5.4,2,2,58,11.6,41,8.2,0,2,0
7969,महाराज,6,5,34,6.8,4,2,134,26.8,6,1.2,0,3,0
7970,महाराजा,7,3,18,6.0,4,3,126,42.0,6,2.0,0,4,0
7971,महारानी,7,2,18,9.0,4,3,12,6.0,22,11.0,0,4,0
7972,मल्लिका,7,7,30,4.285714285714286,4,3,145,20.714285714285715,37,5.285714285714286,1,3,0
7973,मलिका,5,2,18,9.0,3,2,54,27.0,37,18.5,0,3,0
