id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
13920,दूषित,5,3,56,18.666666666666668,3,2,0,0.0,0,0.0,0,2,0
13921,दोषयुक्त,8,1,10,10.0,5,3,0,0.0,0,0.0,1,3,0
13922,दोषित,5,1,10,10.0,3,2,0,0.0,0,0.0,0,2,0
13923,दोषपूर्ण,8,1,10,10.0,5,3,0,0.0,0,0.0,1,3,0
13924,अशुद्ध,6,5,38,7.6,3,3,0,0.0,0,0.0,1,2,0
13925,अपवित्र,7,2,26,13.0,4,3,0,0.0,0,0.0,1,4,0
13926,अविशुद्ध,8,3,45,15.0,4,4,0,0.0,0,0.0,1,3,0
13927,अपुनीत,6,2,26,13.0,3,3,0,0.0,0,0.0,0,3,0
13928,अपावन,5,1,16,16.0,3,2,0,0.0,0,0.0,0,3,0
13929,अपुण्य,6,1,21,21.0,3,3,11,11.0,46,46.0,1,3,0
13930,अशुचि,5,2,46,23.0,2,3,0,0.0,0,0.0,0,3,0
13931,असुचि,5,2,46,23.0,2,3,0,0.0,0,0.0,0,3,0
13932,नापाक,5,1,16,16.0,3,2,0,0.0,0,0.0,0,2,0
13933,गलीज,4,2,46,23.0,3,1,0,0.0,0,0.0,0,2,0
13934,ग़लीज़,6,2,46,23.0,3,3,0,0.0,0,0.0,0,2,0
13935,अमेध्य,6,1,16,16.0,3,3,0,0.0,0,0.0,1,3,0
13936,मकरुह,5,1,16,16.0,4,1,0,0.0,0,0.0,0,3,0
13937,उच्छिष्ट,8,2,13,6.5,4,4,21,10.5,0,0.0,2,2,0
13938,उछिष्ट,6,2,13,6.5,3,3,21,10.5,0,0.0,1,2,0
13939,मैला,4,3,34,11.333333333333334,2,2,19,6.333333333333333,53,17.666666666666668,0,2,0
13940,गँदला,5,1,30,30.0,3,2,0,0.0,0,0.0,0,2,0
13941,गंदला,5,1,30,30.0,3,2,0,0.0,0,0.0,0,2,0
13942,अस्वच्छ,7,1,30,30.0,4,3,0,0.0,0,0.0,2,2,0
13943,म्लान,5,3,63,21.0,3,2,0,0.0,0,0.0,1,2,0
13944,कलुष,4,2,44,22.0,3,1,26,13.0,47,23.5,0,2,0
13945,अविमल,5,1,30,30.0,3,2,0,0.0,0,0.0,0,3,0
13946,अनिर्मल,7,1,30,30.0,4,3,0,0.0,0,0.0,1,3,0
13947,आविल,4,1,30,30.0,2,2,0,0.0,0,0.0,0,2,0
13948,अनच्छ,5,1,30,30.0,3,2,0,0.0,0,0.0,1,2,0
13949,अमार्जित,8,2,33,16.5,4,4,0,0.0,0,0.0,1,3,0
13950,अमृष्ट,6,1,30,30.0,3,3,0,0.0,0,0.0,1,2,0
13951,अनूजरा,6,1,30,30.0,3,3,0,0.0,0,0.0,0,3,0
13952,अमेध्ययुक्त,11,1,30,30.0,6,5,0,0.0,0,0.0,2,4,0
13953,धोमय,4,2,33,16.5,3,1,0,0.0,0,0.0,0,2,0
13954,कुचैला,6,2,33,16.5,3,3,0,0.0,0,0.0,0,3,0
13955,कुचीला,6,2,33,16.5,3,3,0,0.0,0,0.0,0,3,0
13956,कुचेल,5,2,33,16.5,3,2,0,0.0,0,0.0,0,2,0
13957,अपरिष्कृत,9,3,34,11.333333333333334,5,4,0,0.0,0,0.0,1,4,0
