id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
7705,अनीति,5,2,40,20.0,2,3,17,8.5,0,0.0,0,3,0
7706,अत्याचार,8,2,49,24.5,4,4,22,11.0,0,0.0,1,3,0
7707,अन्याय,6,2,41,20.5,3,3,37,18.5,0,0.0,1,3,0
7708,ज़ुल्म,6,1,36,36.0,3,3,11,11.0,0,0.0,1,1,0
7709,जुल्म,5,1,36,36.0,3,2,11,11.0,0,0.0,1,1,0
7710,ज़्यादती,8,2,67,33.5,4,4,29,14.5,7,3.5,1,3,0
7711,ज्यादती,7,2,67,33.5,4,3,29,14.5,7,3.5,1,3,0
7712,सितम,4,1,36,36.0,3,1,11,11.0,0,0.0,0,2,0
7713,ज़ुल्मोसितम,11,1,36,36.0,6,5,11,11.0,0,0.0,1,4,0
7714,जुल्मोसितम,10,1,36,36.0,6,4,11,11.0,0,0.0,1,4,0
7715,ज़ोरज़ुल्म,10,1,36,36.0,5,5,11,11.0,0,0.0,1,3,0
7716,जोरजुल्म,8,1,36,36.0,5,3,11,11.0,0,0.0,1,3,0
7717,अंधेर,5,3,84,28.0,2,3,39,13.0,7,2.3333333333333335,0,2,0
7718,अंधेरगर्दी,10,2,40,20.0,5,5,29,14.5,0,0.0,1,5,0
7719,अँधेर,5,3,84,28.0,2,3,39,13.0,7,2.3333333333333335,0,2,0
7720,अन्धेर,6,3,84,28.0,3,3,39,13.0,7,2.3333333333333335,1,2,0
7721,अन्धेरगर्दी,11,2,40,20.0,6,5,29,14.5,0,0.0,2,5,0
7722,अनय,3,2,53,26.5,2,1,28,14.0,0,0.0,0,2,0
7723,अनियाउ,6,2,41,20.5,2,4,37,18.5,0,0.0,0,3,0
7724,अनीत,4,1,36,36.0,2,2,11,11.0,0,0.0,0,2,0
7725,अनै,3,2,53,26.5,1,2,28,14.0,0,0.0,0,2,0
7726,अपाव,4,1,36,36.0,2,2,11,11.0,0,0.0,0,2,0
7727,अभिद्रोह,8,1,36,36.0,4,4,11,11.0,0,0.0,1,3,0
7728,प्रमाथ,6,7,93,13.285714285714286,4,2,160,22.857142857142858,37,5.285714285714286,1,3,0
7729,अनैतिकता,8,1,4,4.0,4,4,6,6.0,0,0.0,0,4,0
7730,नीतिहीनता,9,1,4,4.0,5,4,6,6.0,0,0.0,0,4,0
7731,नैतिकताहीनता,12,1,4,4.0,7,5,6,6.0,0,0.0,0,6,0
