id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
6646,उपभोक्ता,8,1,10,10.0,4,4,15,15.0,0,0.0,1,4,0
6647,भोक्ता,6,1,10,10.0,3,3,15,15.0,0,0.0,1,2,0
6648,उपयोक्ता,8,1,10,10.0,4,4,15,15.0,0,0.0,1,4,0
6649,उपयोगकर्ता,10,1,10,10.0,6,4,15,15.0,0,0.0,1,6,0
6650,उपयोगकर्त्ता,12,1,10,10.0,7,5,15,15.0,0,0.0,2,6,0
6651,यूजर,4,1,10,10.0,3,1,15,15.0,0,0.0,0,2,0
6652,कंस्यूमर,8,1,10,10.0,5,3,15,15.0,0,0.0,1,3,0
6653,कन्स्यूमर,9,1,10,10.0,6,3,15,15.0,0,0.0,2,3,0
6654,कन्सूमर,7,1,10,10.0,5,2,15,15.0,0,0.0,1,3,0
6655,कंसूमर,6,1,10,10.0,4,2,15,15.0,0,0.0,0,3,0
