id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
6661,कोख,3,1,14,14.0,2,1,3,3.0,0,0.0,0,1,0
6662,गर्भाशय,7,1,14,14.0,5,2,3,3.0,0,0.0,1,3,0
6663,गर्भ,4,4,34,8.5,3,1,44,11.0,1,0.25,1,1,0
6664,बच्चादानी,9,1,14,14.0,5,4,3,3.0,0,0.0,1,4,0
6665,बच्चादान,8,1,14,14.0,5,3,3,3.0,0,0.0,1,3,0
6666,उल्व,4,2,25,12.5,2,2,5,2.5,0,0.0,1,1,0
6667,फूल,3,11,55,5.0,2,1,56,5.090909090909091,336,30.545454545454547,0,1,0
6668,धरन,3,5,38,7.6,3,0,22,4.4,0,0.0,0,2,0
6669,धरा,3,5,127,25.4,2,1,29,5.8,0,0.0,0,1,1
6670,प्रोथ,5,4,51,12.75,3,2,25,6.25,82,20.5,1,2,0
