id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
8107,श्रीकृष्ण,9,1,107,107.0,5,4,117,117.0,5,5.0,2,3,0
8108,कृष्ण,5,5,129,25.8,3,2,144,28.8,17,3.4,1,1,0
8109,श्याम,5,2,109,54.5,3,2,118,59.0,5,2.5,1,2,0
8110,कन्हैया,7,1,107,107.0,4,3,117,117.0,5,5.0,1,3,0
8111,कान्हा,6,1,107,107.0,3,3,117,117.0,5,5.0,1,2,0
8112,किशन,4,1,107,107.0,3,1,117,117.0,5,5.0,0,2,0
8113,नंदलाल,6,1,107,107.0,4,2,117,117.0,5,5.0,0,3,0
8114,नन्दलाल,7,1,107,107.0,5,2,117,117.0,5,5.0,1,3,0
8115,गिरिधर,6,1,107,107.0,4,2,117,117.0,5,5.0,0,3,1
8116,गोपाल,5,3,133,44.333333333333336,3,2,131,43.666666666666664,5,1.6666666666666667,0,2,0
8117,द्वारिकाधीश,11,1,107,107.0,6,5,117,117.0,5,5.0,1,5,0
8118,बनवारी,6,1,107,107.0,4,2,117,117.0,5,5.0,0,4,0
8119,ब्रजबिहारी,10,1,107,107.0,6,4,117,117.0,5,5.0,1,6,0
8120,मुरारी,6,1,107,107.0,3,3,117,117.0,5,5.0,0,3,0
8121,कालियमर्दन,10,1,107,107.0,7,3,117,117.0,5,5.0,1,5,0
8122,वनमाली,6,1,107,107.0,4,2,117,117.0,5,5.0,0,4,0
8123,मनमोहन,6,2,108,54.0,5,1,119,59.5,5,2.5,0,4,0
8124,वासुदेव,7,4,151,37.75,4,3,218,54.5,6,1.5,0,3,0
8125,नरनारायण,8,3,111,37.0,6,2,149,49.666666666666664,5,1.6666666666666667,0,5,0
8126,पीतवास,6,1,107,107.0,4,2,117,117.0,5,5.0,0,3,0
8127,अहिजित,6,1,107,107.0,3,3,117,117.0,5,5.0,0,3,0
8128,कंसारि,6,1,107,107.0,3,3,117,117.0,5,5.0,0,3,1
8129,कुंजबिहारी,10,1,107,107.0,5,5,117,117.0,5,5.0,0,5,0
8130,कृष्णचंद्र,10,1,107,107.0,6,4,117,117.0,5,5.0,2,4,0
8131,गिरिधारी,8,1,107,107.0,4,4,117,117.0,5,5.0,0,4,0
8132,गोपीश,5,1,107,107.0,3,2,117,117.0,5,5.0,0,2,0
8133,गोपेश,5,1,107,107.0,3,2,117,117.0,5,5.0,0,2,0
8134,गोविन्द,7,1,107,107.0,4,3,117,117.0,5,5.0,1,2,0
8135,गोविंद,6,1,107,107.0,3,3,117,117.0,5,5.0,0,2,0
8136,गोविन्दा,8,1,107,107.0,4,4,117,117.0,5,5.0,1,3,0
8137,गोविंदा,7,1,107,107.0,3,4,117,117.0,5,5.0,0,3,0
8138,घनश्याम,7,1,107,107.0,5,2,117,117.0,5,5.0,1,3,1
8139,द्वारिकानाथ,11,1,107,107.0,6,5,117,117.0,5,5.0,1,5,0
8140,द्वारकाधीश,10,1,107,107.0,6,4,117,117.0,5,5.0,1,5,0
8141,द्वारकानाथ,10,1,107,107.0,6,4,117,117.0,5,5.0,1,5,0
8142,नंदकिशोर,8,1,107,107.0,5,3,117,117.0,5,5.0,0,4,0
8143,नन्दकिशोर,9,1,107,107.0,6,3,117,117.0,5,5.0,1,4,1
8144,मुरलीवाला,9,1,107,107.0,5,4,117,117.0,5,5.0,0,5,0
8145,मोहन,4,2,108,54.0,3,1,126,63.0,5,2.5,0,2,0
8146,योगीश्वर,8,2,112,56.0,5,3,123,61.5,5,2.5,1,3,0
8147,योगेश,5,2,112,56.0,3,2,123,61.5,5,2.5,0,2,0
8148,योगेश्वर,8,1,107,107.0,5,3,117,117.0,5,5.0,1,3,1
8149,राधारमण,7,1,107,107.0,5,2,117,117.0,5,5.0,0,4,0
8150,वंशीधर,6,1,107,107.0,4,2,117,117.0,5,5.0,0,3,0
8151,वंशीधारी,8,1,107,107.0,4,4,117,117.0,5,5.0,0,4,0
8152,बलबीर,5,1,107,107.0,4,1,117,117.0,5,5.0,0,3,0
8153,शकटारि,6,1,107,107.0,4,2,117,117.0,5,5.0,0,4,0
8154,बकवैरी,6,2,140,70.0,4,2,120,60.0,5,2.5,0,4,0
8155,मंजुकेशी,8,1,107,107.0,4,4,117,117.0,5,5.0,0,4,1
8156,नंदकुमार,8,1,107,107.0,5,3,117,117.0,5,5.0,0,4,1
8157,नन्दकुमार,9,1,107,107.0,6,3,117,117.0,5,5.0,1,4,1
8158,नंदकुँवर,8,1,107,107.0,5,3,117,117.0,5,5.0,0,4,0
8159,नन्दकुँवर,9,1,107,107.0,6,3,117,117.0,5,5.0,1,4,0
8160,नंदनंदन,7,1,107,107.0,5,2,117,117.0,5,5.0,0,4,0
8161,नन्दनन्दन,9,1,107,107.0,7,2,117,117.0,5,5.0,2,4,0
8162,द्वारकेश,8,1,107,107.0,5,3,117,117.0,5,5.0,1,4,1
8163,नटराज,5,1,107,107.0,4,1,117,117.0,5,5.0,0,3,0
8164,मुरलीधर,7,1,107,107.0,5,2,117,117.0,5,5.0,0,4,1
8165,विश्वपति,8,2,221,110.5,5,3,131,65.5,159,79.5,1,3,1
8166,पूतनारि,7,1,107,107.0,4,3,117,117.0,5,5.0,0,4,0
8167,पूतनासूदन,9,1,107,107.0,6,3,117,117.0,5,5.0,0,5,1
8168,विट्ठलदेव,9,1,107,107.0,6,3,117,117.0,5,5.0,1,4,1
8169,सोमेश्वर,8,2,110,55.0,5,3,118,59.0,5,2.5,1,3,1
8170,वृषदर्भ,7,1,107,107.0,5,2,117,117.0,5,5.0,1,3,0
8171,वृषनाशन,7,1,107,107.0,5,2,117,117.0,5,5.0,0,4,0
8172,वेदबाहु,7,2,115,57.5,4,3,123,61.5,5,2.5,0,4,0
8173,तुंगीश,6,4,365,91.25,3,3,192,48.0,12,3.0,0,2,0
8174,अरिकेशी,7,1,107,107.0,3,4,117,117.0,5,5.0,0,4,1
8175,रासबिहारी,9,1,107,107.0,5,4,117,117.0,5,5.0,0,5,0
8176,गिरधर,5,1,107,107.0,4,1,117,117.0,5,5.0,0,3,0
8177,गिरधारी,7,1,107,107.0,4,3,117,117.0,5,5.0,0,4,0
8178,मुकुंद,6,6,203,33.833333333333336,3,3,196,32.666666666666664,5,0.8333333333333334,0,2,0
8179,मुकुन्द,7,6,203,33.833333333333336,4,3,196,32.666666666666664,5,0.8333333333333334,1,2,0
8180,शकटहा,5,1,107,107.0,4,1,117,117.0,5,5.0,0,3,1
8181,नवलकिशोर,8,1,107,107.0,6,2,117,117.0,5,5.0,0,5,1
8182,कामपाल,6,3,187,62.333333333333336,4,2,159,53.0,5,1.6666666666666667,0,3,0
8183,वेदाध्यक्ष,10,1,107,107.0,6,4,117,117.0,5,5.0,2,3,0
8184,शवकृत,5,1,107,107.0,4,1,117,117.0,5,5.0,0,3,0
8185,गुपाल,5,1,107,107.0,3,2,117,117.0,5,5.0,0,2,0
8186,सोमेश,5,2,110,55.0,3,2,118,59.0,5,2.5,0,2,0
8187,यादवेंद्र,9,1,107,107.0,5,4,117,117.0,5,5.0,1,4,1
8188,यवनारि,6,1,107,107.0,4,2,117,117.0,5,5.0,0,4,1
8189,यादवेन्द्र,10,1,107,107.0,6,4,117,117.0,5,5.0,2,4,0
8190,अनंतजित्,8,2,119,59.5,4,4,127,63.5,5,2.5,1,4,0
8191,अनन्तजित्,9,2,119,59.5,5,4,127,63.5,5,2.5,2,4,1
