id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
8759,भँवर,4,2,18,9.0,3,1,21,10.5,0,0.0,0,2,0
8760,भंवर,4,2,18,9.0,3,1,21,10.5,0,0.0,0,2,0
8761,घुमरी,5,1,15,15.0,3,2,6,6.0,0,0.0,0,2,0
8762,जलावर्त,7,1,15,15.0,5,2,6,6.0,0,0.0,1,3,0
8763,भँवरी,5,5,43,8.6,3,2,46,9.2,7,1.4,0,2,0
8764,भंवरी,5,5,43,8.6,3,2,46,9.2,7,1.4,0,2,0
8765,विवर्त,6,1,15,15.0,4,2,6,6.0,0,0.0,1,2,0
8766,जलरंड,5,1,15,15.0,4,1,6,6.0,0,0.0,0,3,0
8767,जलरण्ड,6,1,15,15.0,5,1,6,6.0,0,0.0,1,3,0
8768,आवर्त्त,7,8,59,7.375,4,3,185,23.125,7,0.875,2,2,0
8769,अवर्त्त,7,3,27,9.0,4,3,27,9.0,0,0.0,2,2,0
8770,अवर्त,5,3,27,9.0,3,2,27,9.0,0,0.0,1,2,0
8771,चक्कर,5,14,51,3.642857142857143,4,1,109,7.785714285714286,22,1.5714285714285714,1,2,0
