id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
13604,मरकरी,5,1,20,20.0,4,1,5,5.0,0,0.0,0,3,1
13605,बुध,3,2,23,11.5,2,1,11,5.5,0,0.0,0,1,1
13606,मरक्युरी,8,1,20,20.0,5,3,5,5.0,0,0.0,1,4,1
13607,सोमराजसुत,9,1,20,20.0,6,3,5,5.0,0,0.0,0,5,0
13608,सोमसुत,6,1,20,20.0,4,2,5,5.0,0,0.0,0,3,0
13609,सोमज,4,2,28,14.0,3,1,10,5.0,11,5.5,0,2,0
13610,चंद्रकुमार,10,1,20,20.0,6,4,5,5.0,0,0.0,1,4,1
13611,चन्द्रकुमार,11,1,20,20.0,7,4,5,5.0,0,0.0,2,4,1
13612,चंद्रज,6,1,20,20.0,4,2,5,5.0,0,0.0,1,2,0
13613,चन्द्रज,7,1,20,20.0,5,2,5,5.0,0,0.0,2,2,0
13614,शशांकज,6,1,20,20.0,4,2,5,5.0,0,0.0,0,3,0
13615,शशाङ्कज,7,1,20,20.0,5,2,5,5.0,0,0.0,1,3,0
13616,शशांकसुत,8,1,20,20.0,5,3,5,5.0,0,0.0,0,4,0
13617,शशाङ्कसुत,9,1,20,20.0,6,3,5,5.0,0,0.0,1,4,0
13618,शशिज,4,2,37,18.5,3,1,8,4.0,38,19.0,0,2,0
13619,शशितनय,6,1,20,20.0,5,1,5,5.0,0,0.0,0,4,0
13620,शशिपुत्र,8,1,20,20.0,5,3,5,5.0,0,0.0,1,4,0
13621,वैधव,4,1,20,20.0,3,1,5,5.0,0,0.0,0,2,0
13622,तारेय,5,2,27,13.5,3,2,7,3.5,0,0.0,0,3,0
