id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
13132,व्याधी,6,3,34,11.333333333333334,3,3,38,12.666666666666666,20,6.666666666666667,1,3,0
13133,बहेलिया,7,1,16,16.0,4,3,16,16.0,1,1.0,0,4,0
13134,चिड़ीमार,8,1,16,16.0,4,4,16,16.0,1,1.0,0,3,0
13135,चिड़ियामार,10,1,16,16.0,5,5,16,16.0,1,1.0,0,4,0
13136,व्याध,5,3,34,11.333333333333334,3,2,38,12.666666666666666,20,6.666666666666667,1,2,0
13137,चिड़िहार,8,1,16,16.0,4,4,16,16.0,1,1.0,0,3,0
13138,पारधी,5,2,32,16.0,3,2,31,15.5,20,10.0,0,2,0
13139,अहेरी,5,2,32,16.0,2,3,31,15.5,20,10.0,0,3,0
13140,अहेड़ी,6,2,32,16.0,2,4,31,15.5,20,10.0,0,2,0
13141,जाजरी,5,1,16,16.0,3,2,16,16.0,1,1.0,0,2,0
13142,निषाद,5,5,23,4.6,3,2,45,9.0,1,0.2,0,2,0
13143,शाकुंतिक,8,1,16,16.0,4,4,16,16.0,1,1.0,0,3,0
13144,शाकुन्तिक,9,1,16,16.0,5,4,16,16.0,1,1.0,1,3,0
13145,पाशिक,5,1,16,16.0,3,2,16,16.0,1,1.0,0,2,0
13146,शाकुनि,6,1,16,16.0,3,3,16,16.0,1,1.0,0,3,0
13147,शाकुन,5,1,16,16.0,3,2,16,16.0,1,1.0,0,2,0
13148,वधजीवी,6,2,22,11.0,4,2,31,15.5,1,0.5,0,4,0
13149,शिकारी,6,1,16,16.0,3,3,15,15.0,19,19.0,0,3,0
13150,आखेटी,5,1,16,16.0,2,3,15,15.0,19,19.0,0,3,0
13151,सैयाद,5,1,16,16.0,3,2,15,15.0,19,19.0,0,2,0
13152,वधक,3,3,29,9.666666666666666,3,0,41,13.666666666666666,26,8.666666666666666,0,2,0
13153,वधिक,4,3,29,9.666666666666666,3,1,41,13.666666666666666,26,8.666666666666666,0,2,0
13154,अखेटक,5,1,16,16.0,3,2,15,15.0,19,19.0,0,3,0
13155,आखेटिक,6,1,16,16.0,3,3,15,15.0,19,19.0,0,3,0
13156,सौकरायण,7,2,18,9.0,5,2,19,9.5,19,9.5,0,4,0
13157,मृगयू,5,3,107,35.666666666666664,3,2,54,18.0,52,17.333333333333332,0,2,0
13158,अंध्र,5,4,30,7.5,2,3,29,7.25,19,4.75,1,2,0
