id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
4212,लपक,3,1,40,40.0,3,0,0,0.0,0,0.0,0,2,0
4213,झटपट,4,1,40,40.0,4,0,0,0.0,0,0.0,0,3,0
4214,चटपट,4,1,40,40.0,4,0,0,0.0,0,0.0,0,3,0
4215,झट,2,1,40,40.0,2,0,0,0.0,0,0.0,0,1,0
4216,फटाफट,5,1,40,40.0,4,1,0,0.0,0,0.0,0,3,0
4217,फ़ौरन,5,2,71,35.5,3,2,0,0.0,0,0.0,0,2,0
4218,फौरन,4,2,71,35.5,3,1,0,0.0,0,0.0,0,2,0
4219,लपककर,5,1,40,40.0,5,0,0,0.0,0,0.0,0,4,0
4220,खटाखट,5,1,6,6.0,4,1,21,21.0,0,0.0,0,3,0
4221,दनादन,5,3,67,22.333333333333332,4,1,0,0.0,0,0.0,0,3,0
4222,अतिशीघ्र,8,1,40,40.0,4,4,0,0.0,0,0.0,1,4,0
4223,अतिशीघ्रतः,10,1,40,40.0,5,5,0,0.0,0,0.0,1,4,0
4224,सिताब,5,1,20,20.0,3,2,15,15.0,0,0.0,0,2,0
4225,सिताबी,6,1,40,40.0,3,3,0,0.0,0,0.0,0,3,0
4226,बेसाख्ता,8,1,40,40.0,4,4,0,0.0,0,0.0,1,3,0
4227,ठहाका,5,1,8,8.0,3,2,2,2.0,0,0.0,0,3,0
4228,इकहाई,5,2,79,39.5,2,3,0,0.0,0,0.0,0,3,0
4229,इकहाऊ,5,2,79,39.5,2,3,0,0.0,0,0.0,0,3,0
