id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
12257,पोखर,4,1,15,15.0,3,1,9,9.0,44,44.0,0,2,0
12258,तालाब,5,2,16,8.0,3,2,12,6.0,44,22.0,0,2,0
12259,ताल,3,11,103,9.363636363636363,2,1,139,12.636363636363637,77,7.0,0,1,0
12260,पोखरा,5,1,15,15.0,3,2,9,9.0,44,44.0,0,2,0
12261,सरोवर,5,2,22,11.0,4,1,18,9.0,83,41.5,0,3,0
12262,सर,2,4,55,13.75,2,0,30,7.5,85,21.25,0,1,0
12263,तड़ाग,5,1,15,15.0,3,2,9,9.0,44,44.0,0,2,0
12264,तलाब,4,1,15,15.0,3,1,9,9.0,44,44.0,0,2,1
12265,अरकासार,7,1,15,15.0,4,3,9,9.0,44,44.0,0,4,0
12266,जल्ला,5,2,22,11.0,3,2,18,9.0,83,41.5,1,2,1
12267,तोयाधार,7,1,15,15.0,4,3,9,9.0,44,44.0,0,3,1
12268,पुष्करिणी,9,3,46,15.333333333333334,5,4,83,27.666666666666668,44,14.666666666666666,1,4,0
12269,पुखर,4,1,15,15.0,3,1,9,9.0,44,44.0,0,2,1
