id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
10898,अछूत,4,3,29,9.666666666666666,2,2,29,9.666666666666666,0,0.0,0,2,0
10899,शूद्र,5,2,23,11.5,3,2,16,8.0,0,0.0,1,2,0
10900,अंत्यज,6,2,23,11.5,3,3,16,8.0,0,0.0,1,2,0
10901,अन्त्यज,7,2,23,11.5,4,3,16,8.0,0,0.0,2,2,0
10902,पादज,4,2,23,11.5,3,1,16,8.0,0,0.0,0,2,0
10903,वृषल,4,6,90,15.0,3,1,24,4.0,136,22.666666666666668,0,2,0
10904,मार्जारीय,9,2,34,17.0,5,4,18,9.0,12,6.0,1,4,0
10905,मार्जालीय,9,3,36,12.0,5,4,22,7.333333333333333,12,4.0,1,4,0
10906,अंतेवासी,8,4,31,7.75,3,5,42,10.5,1,0.25,0,4,0
10907,अन्तेवासी,9,4,31,7.75,4,5,42,10.5,1,0.25,1,4,0
10908,महत्तर,6,2,23,11.5,5,1,16,8.0,0,0.0,1,3,0
10909,अंतवर्ण,7,1,12,12.0,4,3,1,1.0,0,0.0,1,3,0
10910,अन्तवर्ण,8,1,12,12.0,5,3,1,1.0,0,0.0,2,3,0
10911,अंत्यवर्ण,9,3,27,9.0,5,4,13,4.333333333333333,0,0.0,2,3,0
10912,अन्त्यवर्ण,10,3,27,9.0,6,4,13,4.333333333333333,0,0.0,3,3,0
10913,अंत्ययोनि,9,1,12,12.0,4,5,1,1.0,0,0.0,1,4,0
10914,अन्त्ययोनि,10,1,12,12.0,5,5,1,1.0,0,0.0,2,4,0
10915,अस्पृश्य,8,1,6,6.0,4,4,13,13.0,0,0.0,2,3,0
10916,अपरस,4,2,7,3.5,3,1,16,8.0,0,0.0,0,3,0
10917,अस्पर्शनीय,10,1,6,6.0,6,4,13,13.0,0,0.0,2,5,0
10918,अंतावशायी,9,2,10,5.0,4,5,16,8.0,0,0.0,0,5,0
10919,अन्तावशायी,10,2,10,5.0,5,5,16,8.0,0,0.0,1,5,0
