id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
7252,श्रीकांत,8,1,135,135.0,4,4,40,40.0,2,2.0,1,3,1
7253,विष्णु,6,2,137,68.5,3,3,44,22.0,2,1.0,1,2,0
7254,नारायण,6,3,142,47.333333333333336,4,2,46,15.333333333333334,2,0.6666666666666666,0,3,0
7255,सत्यनारायण,10,1,135,135.0,7,3,40,40.0,2,2.0,1,5,0
7256,रमाकांत,7,1,135,135.0,4,3,40,40.0,2,2.0,0,3,0
7257,रमाकान्त,8,1,135,135.0,5,3,40,40.0,2,2.0,1,3,1
7258,रमापति,6,1,135,135.0,4,2,40,40.0,2,2.0,0,3,0
7259,रमानाथ,6,1,135,135.0,4,2,40,40.0,2,2.0,0,3,0
7260,कमलापति,7,1,135,135.0,5,2,40,40.0,2,2.0,0,4,0
7261,लक्ष्मीपति,10,1,135,135.0,6,4,40,40.0,2,2.0,2,3,1
7262,लक्ष्मीकांत,11,1,135,135.0,6,5,40,40.0,2,2.0,2,3,0
7263,लक्ष्मीकान्त,12,1,135,135.0,7,5,40,40.0,2,2.0,3,3,1
7264,कमलेश,5,1,135,135.0,4,1,40,40.0,2,2.0,0,3,0
7265,केशव,4,4,283,70.75,3,1,210,52.5,7,1.75,0,2,1
7266,वैकुंठनाथ,9,1,135,135.0,5,4,40,40.0,2,2.0,0,4,1
7267,बैकुंठनाथ,9,1,135,135.0,5,4,40,40.0,2,2.0,0,4,1
7268,रमारमण,6,1,135,135.0,5,1,40,40.0,2,2.0,0,4,1
7269,रमाधव,5,1,135,135.0,4,1,40,40.0,2,2.0,0,3,0
7270,अच्युत,6,2,242,121.0,3,3,157,78.5,7,3.5,1,2,0
7271,चक्रधर,6,2,137,68.5,5,1,41,20.5,2,1.0,1,3,0
7272,चक्रपाणि,8,1,135,135.0,5,3,40,40.0,2,2.0,1,4,0
7273,जगदीश,5,2,249,124.5,4,1,54,27.0,156,78.0,0,3,0
7274,जगदीश्वर,8,2,249,124.5,6,2,54,27.0,156,78.0,1,4,1
7275,जनार्दन,7,1,135,135.0,5,2,40,40.0,2,2.0,1,3,1
7276,त्रिलोकीनाथ,11,3,253,84.33333333333333,6,5,77,25.666666666666668,156,52.0,1,5,1
7277,त्रिविक्रम,10,1,135,135.0,6,4,40,40.0,2,2.0,2,4,0
7278,रमानिवास,8,1,135,135.0,5,3,40,40.0,2,2.0,0,4,1
7279,रमेश,4,1,135,135.0,3,1,40,40.0,2,2.0,0,2,1
7280,विश्वंभर,8,2,249,124.5,5,3,54,27.0,156,78.0,1,3,1
7281,विश्वम्भर,9,2,249,124.5,6,3,54,27.0,156,78.0,2,3,0
7282,श्रीनिवास,9,1,135,135.0,5,4,40,40.0,2,2.0,1,4,0
7283,हरि,3,8,348,43.5,2,1,234,29.25,231,28.875,0,1,0
7284,अंबरीष,6,3,278,92.66666666666667,3,3,78,26.0,6,2.0,0,3,0
7285,श्रीरमण,7,2,136,68.0,5,2,55,27.5,2,1.0,1,4,0
7286,पुंडरीकाक्ष,11,1,135,135.0,6,5,40,40.0,2,2.0,1,4,0
7287,असुरारि,7,2,171,85.5,3,4,42,21.0,1257,628.5,0,4,1
7288,अनीश,4,3,169,56.333333333333336,2,2,53,17.666666666666668,173,57.666666666666664,0,2,1
7289,अन्नाद,6,1,135,135.0,3,3,40,40.0,2,2.0,1,2,0
7290,गरुड़गामी,9,2,242,121.0,5,4,157,78.5,7,3.5,0,4,0
7291,गरुड़ध्वज,9,2,138,69.0,6,3,54,27.0,2,1.0,1,3,1
7292,वंश,3,15,255,17.0,2,1,169,11.266666666666667,407,27.133333333333333,0,1,0
7293,वासु,4,4,257,64.25,2,2,67,16.75,156,39.0,0,2,0
7294,श्रीश,5,1,135,135.0,3,2,40,40.0,2,2.0,1,2,0
7295,अब्धिशय,7,1,135,135.0,4,3,40,40.0,2,2.0,1,3,0
7296,डाकोर,5,1,135,135.0,3,2,40,40.0,2,2.0,0,2,0
7297,सहस्रजित्,9,3,162,54.0,6,3,47,15.666666666666666,2,0.6666666666666666,2,4,1
7298,सहस्रचरण,8,1,135,135.0,7,1,40,40.0,2,2.0,1,5,1
7299,सहस्रचित्त,10,1,135,135.0,7,3,40,40.0,2,2.0,2,4,0
7300,शारंगपाणि,9,3,323,107.66666666666667,5,4,115,38.333333333333336,6,2.0,0,5,1
7301,शारंगपानि,9,3,323,107.66666666666667,5,4,115,38.333333333333336,6,2.0,0,5,0
7302,अक्षर,5,4,156,39.0,3,2,65,16.25,13,3.25,1,2,0
7303,अब्धिशयन,8,1,135,135.0,5,3,40,40.0,2,2.0,1,4,0
7304,कमलनयन,6,2,242,121.0,6,0,157,78.5,7,3.5,0,5,0
7305,कमलनाभि,7,1,135,135.0,5,2,40,40.0,2,2.0,0,5,0
7306,कमलेश्वर,8,1,135,135.0,6,2,40,40.0,2,2.0,1,4,1
7307,कैटभारि,7,1,135,135.0,4,3,40,40.0,2,2.0,0,4,0
7308,खगासन,5,1,135,135.0,4,1,40,40.0,2,2.0,0,3,0
7309,गजाधर,5,2,138,69.0,4,1,55,27.5,2,1.0,0,3,1
7310,चक्रेश्वर,9,1,135,135.0,6,3,40,40.0,2,2.0,2,3,0
7311,जनेश्वर,7,1,135,135.0,5,2,40,40.0,2,2.0,1,3,0
7312,त्रिलोकेश,9,3,253,84.33333333333333,5,4,77,25.666666666666668,156,52.0,1,4,0
7313,दामोदर,6,4,245,61.25,4,2,168,42.0,7,1.75,0,3,1
7314,देवेश्वर,8,2,276,138.0,5,3,76,38.0,6,3.0,1,3,1
7315,महाभाग,6,1,135,135.0,4,2,40,40.0,2,2.0,0,3,1
7316,वारुणीश,7,1,135,135.0,4,3,40,40.0,2,2.0,0,3,0
7317,व्यंकटेश्वर,11,1,135,135.0,7,4,40,40.0,2,2.0,2,5,0
7318,शेषशायी,7,1,135,135.0,4,3,40,40.0,2,2.0,0,4,0
7319,श्रीकान्त,9,1,135,135.0,5,4,40,40.0,2,2.0,2,3,0
7320,श्रीनाथ,7,1,135,135.0,4,3,40,40.0,2,2.0,1,3,1
7321,श्रीपति,7,1,135,135.0,4,3,40,40.0,2,2.0,1,3,1
7322,अम्बरीष,7,3,278,92.66666666666667,4,3,78,26.0,6,2.0,1,3,1
7323,सर्वेश्वर,9,1,135,135.0,6,3,40,40.0,2,2.0,2,3,0
7324,सारंगपाणि,9,1,135,135.0,5,4,40,40.0,2,2.0,0,5,0
7325,हृषिकेश,7,1,135,135.0,4,3,40,40.0,2,2.0,0,3,0
7326,हृषीकेश,7,3,253,84.33333333333333,4,3,167,55.666666666666664,7,2.3333333333333335,0,3,1
7327,हिरण्यकेश,9,1,135,135.0,6,3,40,40.0,2,2.0,1,4,0
7328,बाणारि,6,1,135,135.0,3,3,40,40.0,2,2.0,0,3,0
7329,हिरण्यगर्भ,10,5,200,40.0,7,3,84,16.8,10,2.0,2,4,0
