id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
5823,आँगन,4,1,15,15.0,2,2,6,6.0,1,1.0,0,2,0
5824,आंगन,4,1,15,15.0,2,2,6,6.0,1,1.0,0,2,0
5825,अंगन,4,1,15,15.0,2,2,6,6.0,1,1.0,0,2,0
5826,अँगना,5,1,15,15.0,2,3,6,6.0,1,1.0,0,2,0
5827,प्रांगण,7,2,26,13.0,4,3,6,3.0,1,0.5,1,3,0
5828,चौक,3,4,27,6.75,2,1,31,7.75,2,0.5,0,1,0
5829,अँगनई,5,1,15,15.0,2,3,6,6.0,1,1.0,0,2,0
5830,अँगनैया,7,1,15,15.0,3,4,6,6.0,1,1.0,0,4,0
5831,अँगनाई,6,1,15,15.0,2,4,6,6.0,1,1.0,0,3,0
5832,अंगनई,5,1,15,15.0,2,3,6,6.0,1,1.0,0,2,0
5833,अंगनैया,7,1,15,15.0,3,4,6,6.0,1,1.0,0,4,0
5834,अंगनाई,6,1,15,15.0,2,4,6,6.0,1,1.0,0,3,0
