id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
4005,अनुवाद,6,2,18,9.0,3,3,9,4.5,3,1.5,0,3,0
4006,भाषांतर,7,2,18,9.0,4,3,9,4.5,3,1.5,0,3,0
4007,भाषांतरण,8,1,10,10.0,5,3,7,7.0,2,2.0,0,4,0
4008,भाषान्तर,8,2,18,9.0,5,3,9,4.5,3,1.5,1,3,0
4009,भाषान्तरण,9,1,10,10.0,6,3,7,7.0,2,2.0,1,4,0
4010,तरजुमा,6,2,18,9.0,4,2,9,4.5,3,1.5,0,4,0
4011,तरज़ुमा,7,2,18,9.0,4,3,9,4.5,3,1.5,0,4,0
4012,उल्था,5,2,18,9.0,2,3,9,4.5,3,1.5,1,2,0
4013,तर्जुमा,7,2,18,9.0,4,3,9,4.5,3,1.5,1,3,0
4014,तर्ज़ुमा,8,2,18,9.0,4,4,9,4.5,3,1.5,1,3,0
