id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
5733,प्राकृतिक,9,4,36,9.0,5,4,0,0.0,0,0.0,1,4,0
5734,क़ुदरती,7,2,20,10.0,4,3,0,0.0,0,0.0,0,3,1
5735,कुदरती,6,1,6,6.0,4,2,10,10.0,0,0.0,0,3,0
5736,नैसर्गिक,8,3,23,7.666666666666667,5,3,0,0.0,0,0.0,1,3,1
5737,प्राकृत,7,1,2,2.0,4,3,5,5.0,0,0.0,1,3,0
5738,अकृत्रिम,8,2,20,10.0,4,4,0,0.0,0,0.0,1,3,0
5739,नेचरल,5,1,2,2.0,4,1,8,8.0,0,0.0,0,3,1
5740,नेचुरल,6,2,6,3.0,4,2,13,6.5,0,0.0,0,3,0
5741,स्वाभाविक,9,1,4,4.0,5,4,5,5.0,0,0.0,1,4,0
5742,सहज,3,1,4,4.0,3,0,5,5.0,0,0.0,0,2,0
5743,पैदाइशी,7,3,18,6.0,3,4,0,0.0,0,0.0,0,3,0
5744,निसर्गेण,8,1,11,11.0,5,3,0,0.0,0,0.0,1,3,1
5745,वास्तविक,8,1,12,12.0,5,3,0,0.0,0,0.0,1,3,0
5746,यथार्थ,6,1,11,11.0,4,2,3,3.0,0,0.0,1,2,1
5747,असली,4,4,38,9.5,2,2,0,0.0,0,0.0,0,2,0
5748,असल,3,2,16,8.0,2,1,41,20.5,16,8.0,0,2,0
5749,वास्तव,6,1,12,12.0,4,2,0,0.0,0,0.0,1,2,0
5750,अकाल्पनिक,9,1,12,12.0,5,4,0,0.0,0,0.0,1,4,1
5751,अकूट,4,1,12,12.0,2,2,0,0.0,0,0.0,0,2,1
5752,रेखता,5,3,13,4.333333333333333,3,2,14,4.666666666666667,0,0.0,0,2,0
