id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
12750,बहन,3,3,17,5.666666666666667,3,0,24,8.0,38,12.666666666666666,0,2,0
12751,सहोदरा,6,1,7,7.0,4,2,7,7.0,0,0.0,0,3,0
12752,सगर्भा,6,1,7,7.0,4,2,7,7.0,0,0.0,1,3,0
12753,सोदरा,5,1,7,7.0,3,2,7,7.0,0,0.0,0,2,0
12754,बहिन,4,3,17,5.666666666666667,3,1,24,8.0,38,12.666666666666666,0,2,0
12755,बहिनी,5,1,7,7.0,3,2,15,15.0,38,38.0,0,3,0
12756,भगिनी,5,1,7,7.0,3,2,15,15.0,38,38.0,0,3,0
12757,बहना,4,1,7,7.0,3,1,15,15.0,38,38.0,0,2,0
12758,भगनी,4,1,7,7.0,3,1,15,15.0,38,38.0,0,2,0
12759,स्वसा,5,1,7,7.0,3,2,15,15.0,38,38.0,1,2,0
12760,बहनजी,5,1,3,3.0,4,1,2,2.0,0,0.0,0,3,0
