id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
5981,बोलूँगा,7,3,32,10.666666666666666,3,4,46,15.333333333333334,110,36.666666666666664,0,3,0
5982,उक्ति,5,1,20,20.0,2,3,5,5.0,73,73.0,1,2,0
5983,उद्गार,6,1,20,20.0,3,3,5,5.0,73,73.0,1,2,0
5984,वचन,3,4,46,11.5,3,0,69,17.25,109,27.25,0,2,0
5985,बतिया,5,2,21,10.5,3,2,8,4.0,73,36.5,0,3,0
5986,कहा,3,2,25,12.5,2,1,10,5.0,153,76.5,0,1,0
5987,अभिलाप,6,1,20,20.0,3,3,5,5.0,73,73.0,0,3,0
5988,अभिहिति,7,2,27,13.5,3,4,11,5.5,129,64.5,0,4,0
5989,आख्याति,7,2,46,23.0,3,4,20,10.0,88,44.0,1,3,0
5990,गदि,3,1,20,20.0,2,1,5,5.0,73,73.0,0,1,0
5991,उकत,3,1,20,20.0,2,1,5,5.0,73,73.0,0,2,0
5992,उकति,4,1,20,20.0,2,2,5,5.0,73,73.0,0,2,0
5993,उकुति,5,1,20,20.0,2,3,5,5.0,73,73.0,0,3,0
5994,उगत,3,2,24,12.0,2,1,11,5.5,91,45.5,0,2,0
5995,उगार,4,4,29,7.25,2,2,54,13.5,73,18.25,0,2,0
5996,उग्गार,6,4,29,7.25,3,3,54,13.5,73,18.25,1,2,0
5997,बोली,4,4,23,5.75,2,2,66,16.5,94,23.5,0,2,0
5998,बाणी,4,2,11,5.5,2,2,25,12.5,33,16.5,0,2,0
5999,बानी,4,2,11,5.5,2,2,28,14.0,33,16.5,0,2,0
6000,बयन,3,1,9,9.0,3,0,20,20.0,33,33.0,0,2,0
6001,इड़ा,4,14,315,22.5,1,3,82,5.857142857142857,134,9.571428571428571,0,2,1
