id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
135,पर्यवेक्षण,10,2,21,10.5,7,3,16,8.0,9,4.5,2,4,0
136,निगरानी,7,1,11,11.0,4,3,8,8.0,5,5.0,0,4,0
137,देखरेख,6,2,20,10.0,4,2,16,8.0,5,2.5,0,3,0
138,निरीक्षण,8,2,21,10.5,5,3,16,8.0,9,4.5,1,3,0
139,नज़र,4,10,88,8.8,3,1,127,12.7,42,4.2,0,1,0
140,नजर,3,10,88,8.8,3,0,127,12.7,42,4.2,0,2,0
141,निगहबानी,8,1,11,11.0,5,3,8,8.0,5,5.0,0,5,0
142,अभिगुप्ति,9,1,11,11.0,4,5,8,8.0,5,5.0,1,4,0
143,संभार,5,9,150,16.666666666666668,3,2,77,8.555555555555555,543,60.333333333333336,0,2,1
144,सम्भार,6,9,150,16.666666666666668,4,2,77,8.555555555555555,543,60.333333333333336,1,2,1
145,अवेक्षण,7,2,15,7.5,4,3,16,8.0,6,3.0,1,3,1
146,मुलाहज़ा,8,2,25,12.5,4,4,9,4.5,6,3.0,0,3,0
147,मुलाहिज़ा,9,2,25,12.5,4,5,9,4.5,6,3.0,0,3,0
148,मुलाहजा,7,2,25,12.5,4,3,9,4.5,6,3.0,0,3,0
149,मुलाहिजा,8,2,25,12.5,4,4,9,4.5,6,3.0,0,4,0
150,मुआइना,6,1,10,10.0,2,4,8,8.0,4,4.0,0,2,0
151,मुआयना,6,1,10,10.0,3,3,8,8.0,4,4.0,0,2,0
152,वीक्षण,6,1,10,10.0,4,2,8,8.0,4,4.0,1,2,0
