id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
10463,मुआवज़ा,7,2,19,9.5,3,4,28,14.0,0,0.0,0,2,0
10464,प्रतिदान,8,2,16,8.0,5,3,11,5.5,4,2.0,1,4,0
10465,एवज़,4,1,9,9.0,2,2,3,3.0,0,0.0,0,2,0
10466,एवज,3,1,9,9.0,2,1,3,3.0,0,0.0,0,2,0
10467,अवेज,4,1,9,9.0,2,2,3,3.0,0,0.0,0,2,0
10468,मुआवजा,6,2,19,9.5,3,3,28,14.0,0,0.0,0,2,0
10469,हरजाना,6,1,10,10.0,4,2,25,25.0,0,0.0,0,4,0
10470,हर्जाना,7,1,10,10.0,4,3,25,25.0,0,0.0,1,3,0
10471,क्षतिपूर्ति,11,1,10,10.0,6,5,25,25.0,0,0.0,2,5,0
10472,प्रतिकर,7,1,10,10.0,5,2,25,25.0,0,0.0,1,4,0
10473,तावान,5,2,11,5.5,3,2,50,25.0,0,0.0,0,2,0
10474,अर्थोपचार,9,1,10,10.0,5,4,25,25.0,0,0.0,1,4,0
