id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
15233,गड्ढा,5,1,16,16.0,3,2,14,14.0,82,82.0,1,2,0
15234,गड़हा,5,1,16,16.0,3,2,14,14.0,82,82.0,0,2,0
15235,गढा,3,1,16,16.0,2,1,14,14.0,82,82.0,0,1,0
15236,खड्डा,5,1,16,16.0,3,2,14,14.0,82,82.0,1,2,0
15237,खड्ड,4,1,16,16.0,3,1,14,14.0,82,82.0,1,1,0
15238,खंता,4,2,25,12.5,2,2,23,11.5,85,42.5,0,2,1
15239,खत्ता,5,1,16,16.0,3,2,14,14.0,82,82.0,1,2,0
15240,गर्त,4,1,16,16.0,3,1,14,14.0,82,82.0,1,1,0
15241,खात,3,1,16,16.0,2,1,14,14.0,82,82.0,0,1,1
15242,असण,3,1,16,16.0,2,1,14,14.0,82,82.0,0,2,1
