id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
11698,पंकज,4,2,98,49.0,3,1,20,10.0,78,39.0,0,2,0
11699,कमल,3,3,111,37.0,3,0,44,14.666666666666666,83,27.666666666666668,0,2,0
11700,कँवल,4,2,98,49.0,3,1,20,10.0,78,39.0,0,2,0
11701,सरोज,4,1,54,54.0,3,1,16,16.0,42,42.0,0,2,0
11702,पद्म,4,5,105,21.0,3,1,27,5.4,78,15.6,1,1,0
11703,राजीव,5,2,73,36.5,3,2,60,30.0,42,21.0,0,2,0
11704,पंकजात,6,2,98,49.0,4,2,20,10.0,78,39.0,0,3,0
11705,पंकजन्मा,8,3,118,39.333333333333336,5,3,63,21.0,80,26.666666666666668,1,4,0
11706,वारिज,5,3,105,35.0,3,2,73,24.333333333333332,78,26.0,0,2,0
11707,कमलिनी,6,3,78,26.0,4,2,33,11.0,42,14.0,0,4,0
11708,सलिलज,5,1,54,54.0,4,1,16,16.0,42,42.0,0,3,0
11709,पयोज,4,2,98,49.0,3,1,20,10.0,78,39.0,0,2,0
11710,अंभोज,5,4,152,38.0,2,3,33,8.25,92,23.0,0,2,0
11711,अम्भोज,6,4,152,38.0,3,3,33,8.25,92,23.0,1,2,0
11712,अंबुज,5,5,154,30.8,2,3,36,7.2,92,18.4,0,2,0
11713,अम्बुज,6,5,154,30.8,3,3,36,7.2,92,18.4,1,2,0
11714,रवींद,5,2,98,49.0,3,2,20,10.0,78,39.0,0,2,0
11715,रवीन्द,6,2,98,49.0,4,2,20,10.0,78,39.0,1,2,0
11716,अब्ज,4,8,319,39.875,2,2,109,13.625,97,12.125,1,1,0
11717,इंदीवर,6,3,117,39.0,3,3,64,21.333333333333332,78,26.0,0,3,0
11718,इन्दीवर,7,3,117,39.0,4,3,64,21.333333333333332,78,26.0,1,3,0
11719,इंदंबर,6,3,117,39.0,3,3,64,21.333333333333332,78,26.0,0,3,0
11720,इन्दम्बर,8,3,117,39.0,5,3,64,21.333333333333332,78,26.0,2,3,0
11721,वारिरुह,7,2,98,49.0,4,3,20,10.0,78,39.0,0,3,0
11722,वनरुह,5,1,54,54.0,4,1,16,16.0,42,42.0,0,3,0
11723,पाथोज,5,2,98,49.0,3,2,20,10.0,78,39.0,0,2,0
11724,पिंडपुष्प,9,2,59,29.5,5,4,32,16.0,47,23.5,1,3,0
11725,पिण्डपुष्प,10,2,59,29.5,6,4,32,16.0,47,23.5,2,3,0
11726,प्रफुला,7,4,134,33.5,4,3,64,16.0,80,20.0,1,4,0
11727,प्रफुल्ला,9,4,134,33.5,5,4,64,16.0,80,20.0,2,4,0
11728,जलेज,4,2,98,49.0,3,1,20,10.0,78,39.0,0,2,0
11729,जलेजात,6,2,98,49.0,4,2,20,10.0,78,39.0,0,3,0
11730,शृंग,4,12,201,16.75,2,2,113,9.416666666666666,117,9.75,0,1,0
11731,कंज,3,2,67,33.5,2,1,19,9.5,45,22.5,0,1,0
11732,श्रीवास,7,8,202,25.25,4,3,118,14.75,123,15.375,1,3,0
11733,श्रीवासक,8,8,202,25.25,5,3,118,14.75,123,15.375,1,4,0
11734,अर्कबंधु,8,1,54,54.0,4,4,16,16.0,42,42.0,1,4,0
11735,अर्कबन्धु,9,1,54,54.0,5,4,16,16.0,42,42.0,2,4,0
11736,जलरुह,5,2,98,49.0,4,1,20,10.0,78,39.0,0,3,0
11737,श्रीगेह,7,2,98,49.0,4,3,20,10.0,78,39.0,1,3,0
11738,श्रीधाम,7,3,107,35.666666666666664,4,3,22,7.333333333333333,78,26.0,1,3,0
11739,शतपत्र,6,9,224,24.88888888888889,5,1,237,26.333333333333332,84,9.333333333333334,1,4,0
11740,शतदल,4,2,98,49.0,4,0,20,10.0,78,39.0,0,3,0
11741,तामरस,5,6,200,33.333333333333336,4,1,79,13.166666666666666,97,16.166666666666668,0,3,1
11742,पर्णसि,6,3,69,23.0,4,2,40,13.333333333333334,104,34.666666666666664,1,2,0
11743,आस्यपत्र,8,1,54,54.0,5,3,16,16.0,42,42.0,2,4,0
11744,पुरइन,5,2,98,49.0,3,2,20,10.0,78,39.0,0,2,0
11745,अंज,3,1,44,44.0,1,2,4,4.0,36,36.0,0,1,0
11746,शशिपुष्प,8,2,63,31.5,5,3,4,2.0,36,18.0,1,3,0
11747,रविनाथ,6,1,44,44.0,4,2,4,4.0,36,36.0,0,3,0
11748,पंकेज,5,1,44,44.0,3,2,4,4.0,36,36.0,0,2,0
11749,पंकेरुह,7,1,44,44.0,4,3,4,4.0,36,36.0,0,3,0
