id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
11495,प्रकाश,6,1,49,49.0,4,2,13,13.0,142,142.0,1,3,0
11496,उजाला,5,2,52,26.0,2,3,28,14.0,144,72.0,0,3,0
11497,ज्योति,6,3,91,30.333333333333332,3,3,63,21.0,156,52.0,1,3,0
11498,रोशनी,5,1,49,49.0,3,2,13,13.0,142,142.0,0,2,0
11499,रौशनी,5,1,49,49.0,3,2,13,13.0,142,142.0,0,2,0
11500,उजेला,5,1,49,49.0,2,3,13,13.0,142,142.0,0,3,1
11501,उजियाला,7,1,49,49.0,3,4,13,13.0,142,142.0,0,4,0
11502,उजियारा,7,1,49,49.0,3,4,13,13.0,142,142.0,0,4,1
11503,उँजरिया,7,2,59,29.5,3,4,61,30.5,142,71.0,0,4,0
11504,उजियार,6,1,49,49.0,3,3,13,13.0,142,142.0,0,3,1
11505,उँजियार,7,1,49,49.0,3,4,13,13.0,142,142.0,0,3,1
11506,उँजेरा,6,1,49,49.0,2,4,13,13.0,142,142.0,0,3,0
11507,उँजेला,6,1,49,49.0,2,4,13,13.0,142,142.0,0,3,0
11508,उँजाला,6,1,49,49.0,2,4,13,13.0,142,142.0,0,3,0
11509,अँजोरिया,8,2,59,29.5,3,5,61,30.5,142,71.0,0,4,0
11510,अंजोर,5,2,98,49.0,2,3,26,13.0,284,142.0,0,2,0
11511,अंजोरा,6,1,49,49.0,2,4,13,13.0,142,142.0,0,3,0
11512,अँजोर,5,1,49,49.0,2,3,13,13.0,142,142.0,0,2,0
11513,अँजोरा,6,1,49,49.0,2,4,13,13.0,142,142.0,0,3,0
11514,उँजियारा,8,1,49,49.0,3,5,13,13.0,142,142.0,0,4,1
11515,उजारा,5,1,49,49.0,2,3,13,13.0,142,142.0,0,3,0
11516,उजास,4,2,89,44.5,2,2,62,31.0,156,78.0,0,2,0
11517,उजीता,5,1,49,49.0,2,3,13,13.0,142,142.0,0,3,0
11518,उजेर,4,1,49,49.0,2,2,13,13.0,142,142.0,0,2,0
11519,उजेरा,5,2,51,25.5,2,3,29,14.5,142,71.0,0,3,1
11520,उजोरा,5,1,49,49.0,2,3,13,13.0,142,142.0,0,3,0
11521,नूर,3,1,49,49.0,2,1,13,13.0,142,142.0,0,1,0
11522,उद्योत,6,1,49,49.0,3,3,13,13.0,142,142.0,1,2,0
11523,आद्योत,6,2,89,44.5,3,3,62,31.0,156,78.0,1,2,0
11524,द्युतिमा,8,2,89,44.5,4,4,62,31.0,156,78.0,1,4,0
11525,प्रदीप,6,3,68,22.666666666666668,4,2,25,8.333333333333334,160,53.333333333333336,1,3,0
11526,प्रदीपक,7,2,51,25.5,5,2,24,12.0,142,71.0,1,4,0
11527,अफ़शा,5,1,49,49.0,2,3,13,13.0,142,142.0,0,2,0
11528,अफशा,4,1,49,49.0,2,2,13,13.0,142,142.0,0,2,0
11529,मरीचि,5,5,73,14.6,3,2,124,24.8,178,35.6,0,3,1
11530,ज़हूर,5,1,49,49.0,3,2,13,13.0,142,142.0,0,2,0
11531,जहूर,4,1,49,49.0,3,1,13,13.0,142,142.0,0,2,0
11532,हिरण्य,6,7,184,26.285714285714285,4,2,62,8.857142857142858,161,23.0,1,3,0
