id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
6682,अहंकार,6,1,48,48.0,3,3,16,16.0,17,17.0,0,3,1
6683,अहङ्कार,7,1,48,48.0,4,3,16,16.0,17,17.0,1,3,0
6684,घमंड,4,1,48,48.0,3,1,16,16.0,17,17.0,0,2,1
6685,घमण्ड,5,1,48,48.0,4,1,16,16.0,17,17.0,1,2,1
6686,अहंकृति,7,1,48,48.0,3,4,16,16.0,17,17.0,0,4,1
6687,अहङ्कृति,8,1,48,48.0,4,4,16,16.0,17,17.0,1,4,0
6688,दर्प,4,1,48,48.0,3,1,16,16.0,17,17.0,1,1,0
6689,अभिमान,6,4,61,15.25,3,3,64,16.0,17,4.25,0,3,1
6690,अहंता,5,1,48,48.0,2,3,16,16.0,17,17.0,0,3,0
6691,ग़रूर,5,1,48,48.0,3,2,16,16.0,17,17.0,0,2,1
6692,ग़ुरूर,6,1,48,48.0,3,3,16,16.0,17,17.0,0,2,1
6693,गुरूर,5,1,48,48.0,3,2,16,16.0,17,17.0,0,2,1
6694,गरूर,4,1,48,48.0,3,1,16,16.0,17,17.0,0,2,1
6695,गुमान,5,1,48,48.0,3,2,16,16.0,17,17.0,0,2,1
6696,गर्व,4,2,55,27.5,3,1,32,16.0,17,8.5,1,1,1
6697,मान,3,5,75,15.0,2,1,62,12.4,113,22.6,0,1,1
6698,दंभ,3,2,50,25.0,2,1,32,16.0,17,8.5,0,1,1
6699,दम्भ,4,2,50,25.0,3,1,32,16.0,17,8.5,1,1,1
6700,मगरूरी,6,1,48,48.0,4,2,16,16.0,17,17.0,0,4,0
6701,ऐंठन,4,4,60,15.0,2,2,47,11.75,17,4.25,0,2,1
6702,शेखी,4,2,57,28.5,2,2,24,12.0,17,8.5,0,2,0
6703,शेख़ी,5,2,57,28.5,2,3,24,12.0,17,8.5,0,2,0
6704,ठसक,3,1,48,48.0,3,0,16,16.0,17,17.0,0,2,0
6705,अहं,3,2,54,27.0,1,2,32,16.0,17,8.5,0,2,1
6706,अहम्मति,7,1,48,48.0,4,3,16,16.0,17,17.0,1,3,1
6707,अहमिति,6,1,48,48.0,3,3,16,16.0,17,17.0,0,4,0
6708,अहमेव,5,1,48,48.0,3,2,16,16.0,17,17.0,0,3,0
6709,खुदी,4,1,48,48.0,2,2,16,16.0,17,17.0,0,2,1
6710,ख़ुदी,5,1,48,48.0,2,3,16,16.0,17,17.0,0,2,1
6711,अनति,4,1,48,48.0,2,2,16,16.0,17,17.0,0,2,0
6712,दाप,3,7,151,21.571428571428573,2,1,107,15.285714285714286,245,35.0,0,1,0
6713,अवलेपन,6,2,53,26.5,4,2,24,12.0,19,9.5,0,4,0
6714,अवलेप,5,8,118,14.75,3,2,109,13.625,67,8.375,0,3,0
6715,गडंग,4,2,57,28.5,3,1,24,12.0,17,8.5,0,2,0
6716,अवश्याय,7,5,86,17.2,4,3,44,8.8,17,3.4,1,4,1
6717,कल्क,4,11,153,13.909090909090908,3,1,138,12.545454545454545,570,51.81818181818182,1,1,0
6718,आटोप,4,5,75,15.0,2,2,59,11.8,79,15.8,0,2,0
6719,पर्वरीण,7,2,60,30.0,5,2,48,24.0,20,10.0,1,3,0
6720,गारो,4,1,48,48.0,2,2,16,16.0,17,17.0,0,2,0
