id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
8059,झुग्गी,6,1,15,15.0,3,3,22,22.0,8,8.0,1,2,1
8060,झोपड़ी,6,1,15,15.0,3,3,22,22.0,8,8.0,0,2,0
8061,झोपड़ा,6,1,15,15.0,3,3,22,22.0,8,8.0,0,2,0
8062,झोंपड़ा,7,1,15,15.0,3,4,22,22.0,8,8.0,0,2,0
8063,झोंपड़ी,7,1,15,15.0,3,4,22,22.0,8,8.0,0,2,0
8064,झुग्गा,6,2,20,10.0,3,3,28,14.0,8,4.0,1,2,0
8065,झुगिया,6,1,15,15.0,3,3,22,22.0,8,8.0,0,3,0
8066,मड़ई,4,1,15,15.0,2,2,22,22.0,8,8.0,0,2,0
8067,मड़ैया,6,1,15,15.0,3,3,22,22.0,8,8.0,0,3,1
8068,मड़ाई,5,1,15,15.0,2,3,22,22.0,8,8.0,0,2,0
8069,मढ़ई,4,1,15,15.0,2,2,22,22.0,8,8.0,0,2,0
8070,मढ़ा,4,1,15,15.0,2,2,22,22.0,8,8.0,0,2,0
8071,मढ़ी,4,2,18,9.0,2,2,26,13.0,8,4.0,0,2,0
8072,ओबरी,4,1,15,15.0,2,2,22,22.0,8,8.0,0,2,0
