id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
14226,मोर्चा,6,5,26,5.2,3,3,77,15.4,1,0.2,1,2,0
14227,जुलूस,5,2,8,4.0,3,2,44,22.0,5,2.5,0,2,0
14228,जलूस,4,2,8,4.0,3,1,44,22.0,5,2.5,0,2,0
14229,मोरचा,5,5,26,5.2,3,2,77,15.4,1,0.2,0,2,0
14230,ज़ंग,4,1,12,12.0,2,2,3,3.0,1,1.0,0,1,0
14231,मुर्चा,6,1,12,12.0,3,3,3,3.0,1,1.0,1,2,0
14232,मुरचा,5,1,12,12.0,3,2,3,3.0,1,1.0,0,2,0
14233,अयस्ककीट,8,1,12,12.0,5,3,3,3.0,1,1.0,1,4,0
14234,अयोच्छिष्ट,10,1,12,12.0,5,5,3,3.0,1,1.0,2,3,0
14235,खाई,3,2,9,4.5,1,2,38,19.0,1,0.5,0,1,0
14236,परिखा,5,1,6,6.0,3,2,22,22.0,0,0.0,0,3,0
14237,परिखात,6,1,6,6.0,4,2,22,22.0,0,0.0,0,3,0
14238,प्रतिकूप,8,1,6,6.0,5,3,22,22.0,0,0.0,1,4,0
