id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
3032,पच्छिमी,7,2,16,8.0,4,3,10,5.0,0,0.0,1,3,0
3033,पश्चिम,6,3,17,5.666666666666667,4,2,35,11.666666666666666,0,0.0,1,2,0
3034,पच्छिम,6,2,16,8.0,4,2,10,5.0,0,0.0,1,2,0
3035,अथमना,5,1,14,14.0,3,2,5,5.0,0,0.0,0,3,0
3036,अपरदिशा,7,1,14,14.0,4,3,5,5.0,0,0.0,0,5,0
3037,अपरा,4,5,135,27.0,2,2,16,3.2,38,7.6,0,2,0
3038,दग्धा,5,1,14,14.0,3,2,5,5.0,0,0.0,1,2,0
3039,मगरिब,5,1,14,14.0,4,1,5,5.0,0,0.0,0,3,0
3040,मगरब,4,1,14,14.0,4,0,5,5.0,0,0.0,0,3,0
3041,मग़रब,5,1,14,14.0,4,1,5,5.0,0,0.0,0,2,0
3042,किबला,5,4,37,9.25,3,2,54,13.5,11,2.75,0,2,0
3043,क़िबला,6,4,37,9.25,3,3,54,13.5,11,2.75,0,2,0
3044,किबलई,5,1,14,14.0,3,2,5,5.0,0,0.0,0,2,0
3045,क़िबलई,6,1,14,14.0,3,3,5,5.0,0,0.0,0,2,0
