id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
13853,ईर्ष्या,7,1,26,26.0,3,4,16,16.0,0,0.0,2,2,0
13854,जलन,3,2,35,17.5,3,0,32,16.0,0,0.0,0,2,0
13855,कुढ़न,5,2,34,17.0,3,2,43,21.5,0,0.0,0,1,1
13856,डाह,3,1,26,26.0,2,1,16,16.0,0,0.0,0,1,1
13857,आग,2,3,108,36.0,1,1,34,11.333333333333334,61,20.333333333333332,0,1,0
13858,द्वेश,5,1,26,26.0,3,2,16,16.0,0,0.0,1,2,0
13859,ईर्षा,5,1,26,26.0,2,3,16,16.0,0,0.0,1,2,0
13860,ईर्षणा,6,1,26,26.0,3,3,16,16.0,0,0.0,1,2,1
13861,ईर्षण,5,1,26,26.0,3,2,16,16.0,0,0.0,1,2,1
13862,इरषा,4,1,26,26.0,2,2,16,16.0,0,0.0,0,2,0
13863,इरषाई,5,1,26,26.0,2,3,16,16.0,0,0.0,0,3,0
13864,ईरखा,4,1,26,26.0,2,2,16,16.0,0,0.0,0,2,1
13865,रश्क,4,1,26,26.0,3,1,16,16.0,0,0.0,1,1,0
13866,अनख,3,3,45,15.0,2,1,58,19.333333333333332,0,0.0,0,2,1
13867,हसद,3,1,26,26.0,3,0,16,16.0,0,0.0,0,2,1
13868,इक्कस,5,1,26,26.0,3,2,16,16.0,0,0.0,1,2,1
13869,अनर्थभाव,8,1,26,26.0,5,3,16,16.0,0,0.0,1,4,0
13870,उड़ैच,5,1,26,26.0,2,3,16,16.0,0,0.0,0,2,1
13871,अक्षमा,6,2,28,14.0,3,3,34,17.0,0,0.0,1,2,1
13872,आदहन,4,3,53,17.666666666666668,3,1,42,14.0,0,0.0,0,3,1
