id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
13278,उपयुक्त,7,4,73,18.25,4,3,0,0.0,0,0.0,1,3,0
13279,मुनासिब,7,2,43,21.5,4,3,0,0.0,0,0.0,0,3,0
13280,वाजिब,5,3,51,17.0,3,2,0,0.0,0,0.0,0,2,0
13281,योग्य,5,3,51,17.0,3,2,0,0.0,0,0.0,1,2,0
13282,लायक,4,4,58,14.5,3,1,0,0.0,0,0.0,0,2,0
13283,लायक़,5,4,58,14.5,3,2,0,0.0,0,0.0,0,2,0
13284,ज़ेबा,5,3,55,18.333333333333332,2,3,0,0.0,0,0.0,0,2,0
13285,जेबा,4,3,55,18.333333333333332,2,2,0,0.0,0,0.0,0,2,0
13286,मुफीद,5,3,63,21.0,3,2,0,0.0,0,0.0,0,2,0
13287,मुफ़ीद,6,3,63,21.0,3,3,0,0.0,0,0.0,0,2,0
13288,मौजूँ,5,1,6,6.0,2,3,15,15.0,5,5.0,0,2,0
13289,मौजूं,5,1,6,6.0,2,3,15,15.0,5,5.0,0,2,0
13290,मौज़ूँ,6,1,6,6.0,2,4,15,15.0,5,5.0,0,2,0
13291,मौज़ू,5,1,6,6.0,2,3,15,15.0,5,5.0,0,2,0
13292,अर्ह,4,2,81,40.5,2,2,13,6.5,50,25.0,1,1,0
13293,संगत,4,4,70,17.5,3,1,24,6.0,18,4.5,0,2,0
13294,यथोचित्,7,1,22,22.0,4,3,0,0.0,0,0.0,1,3,0
13295,वाज़िब,6,1,22,22.0,3,3,0,0.0,0,0.0,0,2,0
13296,माकूल,5,1,22,22.0,3,2,0,0.0,0,0.0,0,2,0
13297,जायज़,5,3,34,11.333333333333334,3,2,0,0.0,0,0.0,0,2,0
13298,जायज,4,3,34,11.333333333333334,3,1,0,0.0,0,0.0,0,2,0
13299,फिट,3,5,71,14.2,2,1,0,0.0,0,0.0,0,1,0
13300,काबिल,5,2,30,15.0,3,2,0,0.0,0,0.0,0,2,0
13301,समर्थ,5,1,20,20.0,4,1,0,0.0,0,0.0,1,2,0
13302,सलीकेमंद,8,3,64,21.333333333333332,5,3,0,0.0,0,0.0,0,4,0
13303,सलीक़ेमंद,9,3,64,21.333333333333332,5,4,0,0.0,0,0.0,0,4,0
13304,सलीकेमन्द,9,3,64,21.333333333333332,6,3,0,0.0,0,0.0,1,4,0
13305,सलीक़ेमन्द,10,3,64,21.333333333333332,6,4,0,0.0,0,0.0,1,4,0
13306,सलीक़ामंद,9,3,64,21.333333333333332,5,4,0,0.0,0,0.0,0,4,0
13307,सलीक़ामन्द,10,3,64,21.333333333333332,6,4,0,0.0,0,0.0,1,4,0
13308,सलीकामंद,8,3,64,21.333333333333332,5,3,0,0.0,0,0.0,0,4,0
13309,सलीकामन्द,9,3,64,21.333333333333332,6,3,0,0.0,0,0.0,1,4,0
13310,अलम्,4,1,20,20.0,2,2,0,0.0,0,0.0,1,2,0
13311,अलं,3,1,20,20.0,1,2,0,0.0,0,0.0,0,2,0
13312,मुस्तहक,7,2,21,10.5,5,2,0,0.0,0,0.0,1,3,0
13313,मुस्तहक़,8,2,21,10.5,5,3,0,0.0,0,0.0,1,3,0
