id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
2021,छुट्टी,6,6,33,5.5,3,3,98,16.333333333333332,12,2.0,1,2,1
2022,तातील,5,1,10,10.0,3,2,13,13.0,8,8.0,0,2,1
2023,अनध्याय,7,2,11,5.5,4,3,19,9.5,8,4.0,1,4,0
2024,अंझा,4,1,10,10.0,1,3,13,13.0,8,8.0,0,2,0
2025,उकासी,5,2,12,6.0,2,3,28,14.0,8,4.0,0,3,0
2026,रुखसत,5,6,77,12.833333333333334,4,1,87,14.5,53,8.833333333333334,0,3,1
2027,रुख़सत,6,6,77,12.833333333333334,4,2,87,14.5,53,8.833333333333334,0,2,0
2028,रुख्सत,6,6,77,12.833333333333334,4,2,87,14.5,53,8.833333333333334,1,2,0
2029,रुख़्सत,7,6,77,12.833333333333334,4,3,87,14.5,53,8.833333333333334,1,0,1
2030,रज़ा,4,5,135,27.0,2,2,75,15.0,101,20.2,0,2,0
2031,रजा,3,5,135,27.0,2,1,75,15.0,101,20.2,0,1,1
2032,नागा,4,5,36,7.2,2,2,18,3.6,13,2.6,0,2,1
2033,नाग़ा,5,2,9,4.5,2,3,9,4.5,3,1.5,0,2,0
2034,फुर्सत,6,1,14,14.0,4,2,24,24.0,1,1.0,1,2,1
2035,फुरसत,5,1,14,14.0,4,1,24,24.0,1,1.0,0,3,0
2036,फ़ुर्सत,6,1,14,14.0,3,2,24,24.0,1,1.0,1,2,0
2037,फ़ुरसत,5,1,14,14.0,3,1,24,24.0,1,1.0,0,3,0
2038,कार्यावकाश,10,1,14,14.0,6,4,24,24.0,1,1.0,1,4,1
2039,अनुशय,5,5,80,16.0,3,2,104,20.8,48,9.6,0,3,1
