id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
1,अपभ्रंश,7,5,54,10.8,4,3,15,3.0,22,4.4,1,3,0
2,पतन,3,2,26,13.0,3,0,2,1.0,0,0.0,0,2,0
3,अवनति,5,5,68,13.6,3,2,48,9.6,1,0.2,0,3,1
4,अधोपतन,6,1,24,24.0,4,2,1,1.0,0,0.0,0,4,0
5,अधोगमन,6,2,44,22.0,4,2,16,8.0,0,0.0,0,4,1
6,अधोगति,6,2,44,22.0,3,3,16,8.0,0,0.0,0,3,0
7,अपकर्षण,7,4,48,12.0,5,2,11,2.75,4,1.0,1,4,0
8,अधःपतन,6,2,28,14.0,4,2,9,4.5,0,0.0,0,4,0
9,अधःपात,6,1,24,24.0,3,3,1,1.0,0,0.0,0,3,0
10,अपध्वंस,7,3,136,45.333333333333336,4,3,32,10.666666666666666,29,9.666666666666666,1,3,0
11,गिराव,5,3,46,15.333333333333334,3,2,3,1.0,2,0.6666666666666666,0,2,0
12,अभिपतन,6,2,52,26.0,4,2,5,2.5,8,4.0,0,4,0
13,च्युति,6,1,24,24.0,3,3,1,1.0,0,0.0,1,3,0
14,अवपतन,5,2,42,21.0,4,1,2,1.0,0,0.0,0,4,0
15,अवपात,5,4,60,15.0,3,2,32,8.0,82,20.5,0,3,1
16,अवरोहण,6,2,33,16.5,4,2,9,4.5,0,0.0,0,4,0
17,आपात,4,4,31,7.75,2,2,11,2.75,2,0.5,0,2,0
18,निपात,5,6,138,23.0,3,2,52,8.666666666666666,47,7.833333333333333,0,2,0
19,अवक्रांति,9,2,31,15.5,4,5,16,8.0,1,0.5,1,4,0
20,अवक्रान्ति,10,2,31,15.5,5,5,16,8.0,1,0.5,2,4,0
21,अवक्षेपण,8,5,44,8.8,5,3,17,3.4,4,0.8,1,4,0
22,मोक्ष,5,4,114,28.5,3,2,69,17.25,24,6.0,1,1,1
23,इस्कात,6,3,32,10.666666666666666,3,3,5,1.6666666666666667,0,0.0,1,2,0
24,इस्क़ात,7,3,32,10.666666666666666,3,4,5,1.6666666666666667,0,0.0,1,2,0
25,विकार,5,5,64,12.8,3,2,47,9.4,217,43.4,0,2,0
26,विकृति,6,8,90,11.25,3,3,64,8.0,1020,127.5,0,3,0
27,बिगाड़,6,4,88,22.0,3,3,33,8.25,73,18.25,0,2,0
28,फसाद,4,3,91,30.333333333333332,3,1,25,8.333333333333334,76,25.333333333333332,0,2,0
29,फ़साद,5,3,91,30.333333333333332,3,2,25,8.333333333333334,76,25.333333333333332,0,2,0
30,खराबी,5,3,52,17.333333333333332,3,2,36,12.0,171,57.0,0,3,0
31,अविशुद्धि,9,2,32,16.0,4,5,17,8.5,23,11.5,1,4,0
32,कसर,3,3,32,10.666666666666666,3,0,24,8.0,23,7.666666666666667,0,2,0
33,गिरावट,6,1,18,18.0,4,2,1,1.0,0,0.0,0,3,0
34,घटाव,4,2,27,13.5,3,1,9,4.5,0,0.0,0,2,0
35,उतार,4,2,37,18.5,2,2,15,7.5,3,1.5,0,2,0
36,कमी,3,4,68,17.0,2,1,24,6.0,162,40.5,0,1,0
37,न्यूनता,7,2,36,18.0,4,3,4,2.0,17,8.5,1,3,1
38,घटती,4,1,18,18.0,3,1,1,1.0,0,0.0,0,2,0
39,नरमी,4,7,62,8.857142857142858,3,1,107,15.285714285714286,4,0.5714285714285714,0,2,1
40,नर्मी,5,7,62,8.857142857142858,3,2,107,15.285714285714286,4,0.5714285714285714,1,2,1
41,अपकर्ष,6,3,84,28.0,4,2,25,8.333333333333334,6,2.0,1,3,0
42,अपह्रास,7,2,40,20.0,4,3,5,2.5,1,0.5,1,3,0
43,घटौती,5,1,18,18.0,3,2,1,1.0,0,0.0,0,3,0
44,अवरोह,5,4,32,8.0,3,2,35,8.75,0,0.0,0,3,0
