id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
11111,अदावत,5,1,45,45.0,3,2,15,15.0,20,20.0,0,3,1
11112,दुश्मनी,7,1,45,45.0,4,3,15,15.0,20,20.0,1,2,0
11113,वैर,3,1,45,45.0,2,1,15,15.0,20,20.0,0,1,0
11114,शत्रुता,7,1,45,45.0,4,3,15,15.0,20,20.0,1,3,0
11115,वैमनस्य,7,1,45,45.0,5,2,15,15.0,20,20.0,1,4,1
11116,द्वेष,5,2,71,35.5,3,2,31,15.5,20,10.0,1,2,1
11117,विरोध,5,4,74,18.5,3,2,47,11.75,22,5.5,0,2,0
11118,बैर,3,1,45,45.0,2,1,15,15.0,20,20.0,0,1,0
11119,मनमोटाव,7,1,45,45.0,5,2,15,15.0,20,20.0,0,4,0
11120,मनमुटाव,7,1,45,45.0,5,2,15,15.0,20,20.0,0,4,1
11121,विद्वेष,7,1,45,45.0,4,3,15,15.0,20,20.0,1,2,0
11122,अनबन,4,3,52,17.333333333333332,3,1,65,21.666666666666668,20,6.666666666666667,0,3,0
11123,तनातनी,6,1,45,45.0,4,2,15,15.0,20,20.0,0,3,0
11124,द्रोह,5,2,52,26.0,3,2,50,25.0,23,11.5,1,2,0
11125,रंजीदगी,7,2,63,31.5,4,3,21,10.5,20,10.0,0,3,1
11126,रंजिश,5,1,45,45.0,3,2,15,15.0,20,20.0,0,2,0
11127,वैमनस्यता,9,1,45,45.0,6,3,15,15.0,20,20.0,1,4,1
11128,अनरस,4,3,60,20.0,3,1,45,15.0,20,6.666666666666667,0,3,1
11129,मनोमालिन्य,10,2,46,23.0,6,4,38,19.0,20,10.0,1,5,1
11130,अप्रीति,7,3,58,19.333333333333332,3,4,32,10.666666666666666,28,9.333333333333334,1,3,1
11131,अभ्यागम,7,7,149,21.285714285714285,4,3,82,11.714285714285714,66,9.428571428571429,1,3,1
11132,अमित्रता,8,1,45,45.0,4,4,15,15.0,20,20.0,1,3,0
11133,वृत्रत्व,8,1,45,45.0,5,3,15,15.0,20,20.0,2,2,1
11134,अरिता,5,1,45,45.0,2,3,15,15.0,20,20.0,0,3,1
11135,अरित्व,6,1,45,45.0,3,3,15,15.0,20,20.0,1,2,1
11136,रिपुता,6,1,45,45.0,3,3,15,15.0,20,20.0,0,3,1
11137,आँट,3,4,62,15.5,1,2,29,7.25,26,6.5,0,1,1
11138,इख़्तिलाफ़,10,1,45,45.0,4,6,15,15.0,20,20.0,1,0,1
11139,इख्तिलाफ,8,1,45,45.0,4,4,15,15.0,20,20.0,1,3,0
11140,इतराजी,6,2,57,28.5,3,3,20,10.0,20,10.0,0,4,1
11141,उड़ेंच,6,2,61,30.5,2,4,34,17.0,20,10.0,0,2,1
11142,लागडांट,7,1,45,45.0,4,3,15,15.0,20,20.0,0,3,1
11143,विद्वेषण,8,1,45,45.0,5,3,15,15.0,20,20.0,1,3,1
11144,विद्वेषिता,10,1,45,45.0,5,5,15,15.0,20,20.0,1,4,1
11145,निज़ाअ,6,2,92,46.0,2,4,25,12.5,67,33.5,0,2,1
11146,निजाअ,5,2,92,46.0,2,3,25,12.5,67,33.5,0,2,1
