id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
2680,हृदय,4,2,39,19.5,3,1,15,7.5,0,0.0,0,2,0
2681,कलेजा,5,3,46,15.333333333333334,3,2,9,3.0,11,3.6666666666666665,0,3,0
2682,करेजा,5,2,24,12.0,3,2,4,2.0,2,1.0,0,3,0
2683,हिय,3,1,17,17.0,2,1,2,2.0,0,0.0,0,2,0
2684,जिगर,4,3,46,15.333333333333334,3,1,9,3.0,11,3.6666666666666665,0,2,0
2685,उर,2,3,38,12.666666666666666,1,1,12,4.0,0,0.0,0,1,0
2686,मर्म,4,3,34,11.333333333333334,3,1,11,3.6666666666666665,1,0.3333333333333333,1,1,0
2687,जिया,4,2,39,19.5,2,2,15,7.5,0,0.0,0,2,0
2688,जियरा,5,2,39,19.5,3,2,15,7.5,0,0.0,0,2,0
2689,ही,2,1,17,17.0,1,1,2,2.0,0,0.0,0,1,0
2690,उछंग,4,3,51,17.0,2,2,17,5.666666666666667,0,0.0,0,2,0
2691,अवछंग,5,3,51,17.0,3,2,17,5.666666666666667,0,0.0,0,3,0
2692,असह,3,1,17,17.0,2,1,2,2.0,0,0.0,0,2,1
2693,उअर,3,1,17,17.0,1,2,2,2.0,0,0.0,0,1,0
2694,हार्ट,5,2,19,9.5,3,2,8,4.0,0,0.0,1,1,0
2695,अंतरात्मा,9,1,22,22.0,4,5,13,13.0,0,0.0,1,4,0
2696,अंतःपुर,7,3,43,14.333333333333334,3,4,41,13.666666666666666,0,0.0,0,3,0
2697,अंतर्मन,7,1,22,22.0,4,3,13,13.0,0,0.0,1,3,0
2698,अन्तरात्मा,10,1,22,22.0,5,5,13,13.0,0,0.0,2,4,0
2699,अन्तःपुर,8,3,43,14.333333333333334,4,4,41,13.666666666666666,0,0.0,1,3,0
2700,अन्तर्मन,8,1,22,22.0,5,3,13,13.0,0,0.0,2,3,0
2701,जमीर,4,1,22,22.0,3,1,13,13.0,0,0.0,0,2,0
2702,ज़मीर,5,1,22,22.0,3,2,13,13.0,0,0.0,0,2,0
2703,अंतर्घट,7,1,22,22.0,4,3,13,13.0,0,0.0,1,3,0
2704,अन्तर्घट,8,1,22,22.0,5,3,13,13.0,0,0.0,2,3,0
2705,अंतःसार,7,3,26,8.666666666666666,3,4,35,11.666666666666666,0,0.0,0,3,0
2706,अन्तःसार,8,3,26,8.666666666666666,4,4,35,11.666666666666666,0,0.0,1,3,0
