id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
5324,कयास,4,2,25,12.5,3,1,13,6.5,114,57.0,0,2,0
5325,अनुमान,6,1,19,19.0,3,3,10,10.0,25,25.0,0,3,0
5326,अंदाज़ा,7,1,19,19.0,2,5,10,10.0,25,25.0,0,2,0
5327,अंदाजा,6,1,19,19.0,2,4,10,10.0,25,25.0,0,3,0
5328,अन्दाज़,7,2,31,15.5,3,4,11,5.5,34,17.0,1,2,0
5329,अन्दाज,6,2,31,15.5,3,3,11,5.5,34,17.0,1,2,0
5330,अन्दाज़ा,8,1,19,19.0,3,5,10,10.0,25,25.0,1,2,0
5331,अन्दाजा,7,1,19,19.0,3,4,10,10.0,25,25.0,1,3,0
5332,अटकल,4,2,28,14.0,3,1,29,14.5,25,12.5,0,3,1
5333,क़यास,5,2,25,12.5,3,2,13,6.5,114,57.0,0,2,0
5334,कूत,3,2,28,14.0,2,1,29,14.5,25,12.5,0,1,1
5335,अटकर,4,1,19,19.0,3,1,10,10.0,25,25.0,0,3,0
5336,अरसट्टा,7,1,19,19.0,4,3,10,10.0,25,25.0,1,4,1
5337,अड़सट्टा,8,1,19,19.0,4,4,10,10.0,25,25.0,1,3,1
5338,अनुमिति,7,1,19,19.0,3,4,10,10.0,25,25.0,0,4,1
5339,तख़मीना,7,2,28,14.0,4,3,29,14.5,25,12.5,0,3,0
5340,तखमीना,6,2,28,14.0,4,2,29,14.5,25,12.5,0,4,0
5341,कल्पना,6,2,16,8.0,4,2,5,2.5,113,56.5,1,2,0
