id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
2806,भारीभरकम,8,2,22,11.0,6,2,0,0.0,0,0.0,0,5,0
2807,विशालकाय,8,1,13,13.0,5,3,0,0.0,0,0.0,0,5,0
2808,भीमकाय,6,1,13,13.0,4,2,0,0.0,0,0.0,0,4,0
2809,महाकाय,6,1,13,13.0,4,2,0,0.0,0,0.0,0,4,0
2810,अतिकाय,6,1,1,1.0,3,3,54,54.0,0,0.0,0,4,0
2811,बृहत्काय,8,1,13,13.0,5,3,0,0.0,0,0.0,1,4,0
2812,भारीभड़कम,9,2,22,11.0,6,3,0,0.0,0,0.0,0,4,0
2813,विकराल,6,2,54,27.0,4,2,0,0.0,0,0.0,0,3,0
2814,वृहत्,5,1,9,9.0,3,2,0,0.0,0,0.0,1,2,0
2815,उक्ष,4,2,27,13.5,2,2,0,0.0,0,0.0,1,1,0
