id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
2268,आकाश,4,3,51,17.0,2,2,11,3.6666666666666665,5,1.6666666666666667,0,2,1
2269,आसमान,5,2,85,42.5,3,2,4,2.0,6,3.0,0,3,0
2270,गगन,3,2,42,21.0,3,0,8,4.0,5,2.5,0,2,0
2271,नभ,2,1,39,39.0,2,0,2,2.0,5,5.0,0,1,0
2272,अंबर,4,7,198,28.285714285714285,2,2,48,6.857142857142857,554,79.14285714285714,0,2,1
2273,व्योम,5,1,39,39.0,3,2,2,2.0,5,5.0,1,2,0
2274,फलक,3,5,65,13.0,3,0,61,12.2,30,6.0,0,2,1
2275,अम्बर,5,7,198,28.285714285714285,3,2,48,6.857142857142857,554,79.14285714285714,1,2,1
2276,अगास,4,1,39,39.0,2,2,2,2.0,5,5.0,0,2,1
2277,दिव,3,3,98,32.666666666666664,2,1,11,3.6666666666666665,41,13.666666666666666,0,1,1
2278,दिव्,4,3,98,32.666666666666664,2,2,11,3.6666666666666665,41,13.666666666666666,1,1,1
2279,ख,1,3,47,15.666666666666666,1,0,17,5.666666666666667,5,1.6666666666666667,0,1,0
2280,अभ्र,4,4,195,48.75,2,2,7,1.75,25,6.25,1,2,1
2281,गैन,3,2,40,20.0,2,1,61,30.5,5,2.5,0,1,0
2282,वियत,4,1,39,39.0,3,1,2,2.0,5,5.0,0,2,0
2283,वियत्,5,1,39,39.0,3,2,2,2.0,5,5.0,1,2,0
2284,सोमधारा,7,2,85,42.5,4,3,4,2.0,6,3.0,0,4,0
2285,वृजन,4,6,168,28.0,3,1,66,11.0,289,48.166666666666664,0,2,0
2286,त्रिदशवर्त्म,12,1,39,39.0,8,4,2,2.0,5,5.0,3,5,0
2287,त्रिदिव,7,3,97,32.333333333333336,4,3,10,3.3333333333333335,28,9.333333333333334,1,3,0
2288,नभस्थल,6,1,39,39.0,5,1,2,2.0,5,5.0,1,3,0
2289,मेघद्वार,8,2,76,38.0,5,3,39,19.5,5,2.5,1,3,1
2290,मेघवेश्म,8,1,39,39.0,5,3,2,2.0,5,5.0,1,3,1
2291,अर्श,4,3,90,30.0,2,2,28,9.333333333333334,6,2.0,1,1,1
2292,अविष,4,4,201,50.25,2,2,33,8.25,288,72.0,0,2,1
2293,द्यु,4,6,197,32.833333333333336,2,2,54,9.0,102,17.0,1,2,1
2294,महाविल,6,2,126,63.0,4,2,33,16.5,5,2.5,0,3,1
2295,निर्मोक,7,4,56,14.0,4,3,12,3.0,24,6.0,1,2,1
2296,महाशून्य,8,1,39,39.0,5,3,2,2.0,5,5.0,1,4,0
2297,शून्य,5,9,342,38.0,3,2,85,9.444444444444445,186,20.666666666666668,1,2,0
2298,अंब,3,4,110,27.5,1,2,44,11.0,670,167.5,0,1,1
2299,अम्ब,4,4,110,27.5,2,2,44,11.0,670,167.5,1,1,0
2300,आसमाँ,5,2,85,42.5,2,3,4,2.0,6,3.0,0,3,0
2301,आस्माँ,6,2,85,42.5,2,4,4,2.0,6,3.0,1,2,0
2302,आस्मान,6,2,85,42.5,3,3,4,2.0,6,3.0,1,2,0
2303,तारापथ,6,1,39,39.0,4,2,2,2.0,5,5.0,0,3,0
2304,तारायण,6,1,39,39.0,4,2,2,2.0,5,5.0,0,3,1
2305,खाब,3,1,9,9.0,2,1,3,3.0,0,0.0,0,1,1
2306,विच्छेद,7,9,116,12.88888888888889,4,3,60,6.666666666666667,29,3.2222222222222223,1,2,0
2307,उछीर,4,3,30,10.0,2,2,33,11.0,76,25.333333333333332,0,2,0
2308,सफ़र,4,5,38,7.6,3,1,28,5.6,94,18.8,0,1,0
2309,सफर,3,5,38,7.6,3,0,28,5.6,94,18.8,0,2,0
