id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
1338,हितकर,5,1,19,19.0,4,1,0,0.0,0,0.0,0,3,0
1339,कल्याणकारी,10,1,19,19.0,6,4,0,0.0,0,0.0,1,5,0
1340,मंगलकारी,8,1,19,19.0,5,3,0,0.0,0,0.0,0,5,0
1341,कल्याणप्रद,10,1,19,19.0,7,3,0,0.0,0,0.0,2,4,0
1342,मंगलकारक,8,1,19,19.0,6,2,0,0.0,0,0.0,0,5,0
1343,मंगलदायक,8,1,19,19.0,6,2,0,0.0,0,0.0,0,5,0
1344,मंगलप्रद,8,1,19,19.0,6,2,0,0.0,0,0.0,1,4,0
1345,हितकारी,7,2,39,19.5,4,3,0,0.0,0,0.0,0,4,0
1346,हितकारक,7,1,19,19.0,5,2,0,0.0,0,0.0,0,4,0
1347,मुबारक,6,2,25,12.5,4,2,0,0.0,0,0.0,0,3,0
1348,कल्याणमय,8,4,18,4.5,6,2,35,8.75,13,3.25,1,4,0
1349,इष्टकर,6,1,19,19.0,4,2,0,0.0,0,0.0,1,3,0
1350,सुभी,4,1,19,19.0,2,2,0,0.0,0,0.0,0,2,0
1351,मंगल्य,6,3,30,10.0,4,2,60,20.0,0,0.0,1,3,0
1352,अनुकूल,6,2,2,1.0,3,3,17,8.5,0,0.0,0,3,0
1353,तिष्य,5,4,29,7.25,3,2,20,5.0,0,0.0,1,2,0
1354,शंकर,4,4,155,38.75,3,1,55,13.75,4,1.0,0,2,1
1355,शङ्कर,5,4,155,38.75,4,1,55,13.75,4,1.0,1,2,1
