id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
2758,बिल्कुल,7,2,46,23.0,4,3,0,0.0,0,0.0,1,2,0
2759,बिलकुल,6,2,46,23.0,4,2,0,0.0,0,0.0,0,3,0
2760,एकदम,4,3,88,29.333333333333332,3,1,0,0.0,0,0.0,0,3,0
2761,निपट,4,1,11,11.0,3,1,0,0.0,0,0.0,0,2,0
2762,सरासर,5,1,18,18.0,4,1,0,0.0,0,0.0,0,3,0
2763,ठीक,3,8,127,15.875,2,1,0,0.0,0,0.0,0,1,0
2764,नितांत,6,1,18,18.0,3,3,0,0.0,0,0.0,0,2,0
2765,नितान्त,7,1,18,18.0,4,3,0,0.0,0,0.0,1,2,0
2766,पूर्णतः,7,1,2,2.0,4,3,0,0.0,0,0.0,1,2,0
2767,पूर्णतया,8,1,18,18.0,5,3,0,0.0,0,0.0,1,3,0
2768,संपूर्णतः,9,1,18,18.0,5,4,0,0.0,0,0.0,1,3,0
2769,संपूर्णतया,10,1,18,18.0,6,4,0,0.0,0,0.0,1,4,0
2770,पूर्णरुपेण,10,1,18,18.0,6,4,0,0.0,0,0.0,1,4,0
2771,आमूलचूल,7,1,18,18.0,4,3,0,0.0,0,0.0,0,4,0
2772,भर,2,4,60,15.0,2,0,19,4.75,64,16.0,0,1,1
2773,बेशक,4,1,28,28.0,3,1,0,0.0,0,0.0,0,2,1
2774,यकीनन,5,1,28,28.0,4,1,0,0.0,0,0.0,0,3,1
2775,यक़ीनन,6,1,28,28.0,4,2,0,0.0,0,0.0,0,3,0
2776,अवश्य,5,2,3,1.5,3,2,0,0.0,0,0.0,1,3,0
2777,जरूर,4,2,32,16.0,3,1,0,0.0,0,0.0,0,2,0
2778,ज़रूर,5,2,32,16.0,3,2,0,0.0,0,0.0,0,2,0
2779,निस्संदेह,9,1,28,28.0,5,4,0,0.0,0,0.0,1,3,1
2780,निस्सन्देह,10,1,28,28.0,6,4,0,0.0,0,0.0,2,3,0
2781,बिलाशक,6,1,28,28.0,4,2,0,0.0,0,0.0,0,3,1
2782,अवश्यमेव,8,2,30,15.0,5,3,0,0.0,0,0.0,1,4,1
2783,निश्चिततः,9,1,28,28.0,5,4,0,0.0,0,0.0,1,3,1
2784,निःसन्देह,9,1,28,28.0,5,4,0,0.0,0,0.0,1,3,1
2785,निःसंदेह,8,1,28,28.0,4,4,0,0.0,0,0.0,0,3,1
2786,निसंदेह,7,1,28,28.0,4,3,0,0.0,0,0.0,0,3,0
2787,निसन्देह,8,1,28,28.0,5,3,0,0.0,0,0.0,1,3,0
2788,असंशय,5,1,4,4.0,3,2,1,1.0,0,0.0,0,3,1
2789,असंदेह,6,1,28,28.0,3,3,0,0.0,0,0.0,0,3,0
2790,असन्देह,7,1,28,28.0,4,3,0,0.0,0,0.0,1,3,1
2791,अलबत्ता,7,1,28,28.0,4,3,0,0.0,0,0.0,1,4,1
2792,अभरम,4,1,7,7.0,3,1,0,0.0,0,0.0,0,3,1
2793,वाशिन्दा,8,2,19,9.5,4,4,24,12.0,159,79.5,1,3,1
2794,बाशिन्दा,8,2,19,9.5,4,4,24,12.0,159,79.5,1,3,1
2795,अवसि,4,1,28,28.0,2,2,0,0.0,0,0.0,0,2,1
2796,अवितर्किक,9,1,1,1.0,5,4,0,0.0,0,0.0,1,4,1
2797,इकंक,4,1,28,28.0,2,2,0,0.0,0,0.0,0,2,1
