id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
16078,अकुशल,5,1,17,17.0,3,2,17,17.0,0,0.0,0,3,0
16079,अमंगल,5,1,17,17.0,3,2,17,17.0,0,0.0,0,3,1
16080,अमङ्गल,6,1,17,17.0,4,2,17,17.0,0,0.0,1,3,0
16081,अहित,4,2,32,16.0,2,2,18,9.0,0,0.0,0,2,0
16082,अनहित,5,3,42,14.0,3,2,33,11.0,0,0.0,0,3,0
16083,अशुभ,4,1,17,17.0,2,2,17,17.0,0,0.0,0,2,0
16084,अकल्याण,7,2,32,16.0,4,3,18,9.0,0,0.0,1,3,0
16085,अशंभु,5,1,17,17.0,2,3,17,17.0,0,0.0,0,3,0
16086,अशम्भु,6,1,17,17.0,3,3,17,17.0,0,0.0,1,3,0
16087,अशिव,4,1,17,17.0,2,2,17,17.0,0,0.0,0,2,0
