id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
3341,चक,2,3,21,7.0,2,0,10,3.3333333333333335,0,0.0,0,1,1
3342,चकवा,4,1,11,11.0,3,1,6,6.0,0,0.0,0,2,0
3343,सुरखाब,6,1,11,11.0,4,2,6,6.0,0,0.0,0,3,0
3344,सुर्खाब,7,1,11,11.0,4,3,6,6.0,0,0.0,1,2,0
3345,चक्री,5,4,24,6.0,3,2,19,4.75,0,0.0,1,2,0
3346,चक्रवाक,7,1,11,11.0,5,2,6,6.0,0,0.0,1,3,0
3347,कोक,3,3,15,5.0,2,1,60,20.0,0,0.0,0,1,0
3348,द्विक,5,2,34,17.0,3,2,49,24.5,18,9.0,1,2,0
3349,चक्रनाम,7,2,27,13.5,5,2,9,4.5,0,0.0,1,3,0
3350,कामी,4,6,91,15.166666666666666,2,2,166,27.666666666666668,20,3.3333333333333335,0,2,0
3351,सुनेत्र,7,3,13,4.333333333333333,4,3,11,3.6666666666666665,0,0.0,1,3,0
3352,पहिया,5,1,7,7.0,3,2,3,3.0,0,0.0,0,3,0
3353,चक्का,5,4,18,4.5,3,2,28,7.0,13,3.25,1,2,0
3354,चक्र,4,12,48,4.0,3,1,54,4.5,59,4.916666666666667,1,2,1
3355,चाक,3,3,14,4.666666666666667,2,1,9,3.0,0,0.0,0,1,0
3356,नभि,3,1,7,7.0,2,1,3,3.0,0,0.0,0,1,1
3357,अरि,3,7,78,11.142857142857142,1,2,117,16.714285714285715,6,0.8571428571428571,0,2,1
3358,नचनी,4,1,3,3.0,3,1,1,1.0,0,0.0,0,2,0
3359,कल्हरा,6,1,3,3.0,4,2,1,1.0,0,0.0,1,2,0
