id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
14857,यौवन,4,3,22,7.333333333333333,3,1,34,11.333333333333334,0,0.0,0,2,0
14858,जवानी,5,2,20,10.0,3,2,22,11.0,0,0.0,0,3,0
14859,युवावस्था,9,1,13,13.0,5,4,15,15.0,0,0.0,1,4,0
14860,यौवनावस्था,10,1,13,13.0,6,4,15,15.0,0,0.0,1,5,0
14861,शबाब,4,1,13,13.0,3,1,15,15.0,0,0.0,0,2,0
14862,तरुणावस्था,10,1,13,13.0,6,4,15,15.0,0,0.0,1,5,0
14863,युवापन,6,1,13,13.0,4,2,15,15.0,0,0.0,0,3,0
14864,युवता,5,1,13,13.0,3,2,15,15.0,0,0.0,0,2,0
14865,जोबन,4,3,22,7.333333333333333,3,1,34,11.333333333333334,0,0.0,0,2,0
14866,तरुणाई,6,1,13,13.0,3,3,15,15.0,0,0.0,0,3,0
14867,तरुनाई,6,1,13,13.0,3,3,15,15.0,0,0.0,0,3,0
14868,तारुण्य,7,1,13,13.0,4,3,15,15.0,0,0.0,1,3,0
14869,यौवनकाल,7,1,7,7.0,5,2,7,7.0,0,0.0,0,4,0
14870,तरुणकाल,7,1,7,7.0,5,2,7,7.0,0,0.0,0,4,0
14871,युवाकाल,7,1,7,7.0,4,3,7,7.0,0,0.0,0,3,0
