id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
16121,पवन,3,2,59,29.5,3,0,40,20.0,98,49.0,0,2,0
16122,हवा,3,2,59,29.5,2,1,40,20.0,98,49.0,0,1,0
16123,वायु,4,3,60,20.0,2,2,82,27.333333333333332,115,38.333333333333336,0,2,0
16124,अनिल,4,3,60,20.0,2,2,94,31.333333333333332,98,32.666666666666664,0,2,0
16125,पौन,3,1,42,42.0,2,1,4,4.0,90,90.0,0,1,0
16126,बयार,4,1,42,42.0,3,1,4,4.0,90,90.0,0,2,0
16127,समीर,4,1,42,42.0,3,1,4,4.0,90,90.0,0,2,0
16128,बयारि,5,1,42,42.0,3,2,4,4.0,90,90.0,0,3,0
16129,पवमान,5,3,66,22.0,4,1,79,26.333333333333332,98,32.666666666666664,0,3,0
16130,अध्यर्ध,7,2,59,29.5,4,3,40,20.0,98,49.0,2,2,0
16131,वहति,4,1,42,42.0,3,1,4,4.0,90,90.0,0,2,0
16132,प्राणंत,7,1,42,42.0,4,3,4,4.0,90,90.0,1,3,0
16133,प्राणन्त,8,1,42,42.0,5,3,4,4.0,90,90.0,2,3,0
16134,धूलिध्वज,8,1,42,42.0,5,3,4,4.0,90,90.0,1,3,0
16135,फणिप्रिय,8,1,42,42.0,5,3,4,4.0,90,90.0,1,4,0
16136,पृषदश्व,7,2,43,21.5,5,2,7,3.5,90,45.0,1,3,0
16137,मेघारि,6,1,42,42.0,3,3,4,4.0,90,90.0,0,3,0
16138,जगद्बल,6,2,59,29.5,5,1,40,20.0,98,49.0,1,3,0
16139,जगदायु,6,1,42,42.0,4,2,4,4.0,90,90.0,0,4,0
16140,शार,3,3,63,21.0,2,1,51,17.0,95,31.666666666666668,0,1,0
16141,शीघ्रग,6,4,166,41.5,4,2,15,3.75,97,24.25,1,2,0
16142,शीघ्रपाणि,9,1,42,42.0,5,4,4,4.0,90,90.0,1,4,0
16143,तीव्रगात,8,1,42,42.0,5,3,4,4.0,90,90.0,1,3,0
16144,प्रजिन,6,1,42,42.0,4,2,4,4.0,90,90.0,1,3,0
16145,मृगवाहन,7,1,42,42.0,5,2,4,4.0,90,90.0,0,4,0
16146,घनवाह,5,1,42,42.0,4,1,4,4.0,90,90.0,0,3,0
16147,आकाशवायु,8,1,42,42.0,4,4,4,4.0,90,90.0,0,5,0
16148,आशुशुक्षणि,10,2,115,57.5,5,5,6,3.0,151,75.5,1,4,0
16149,आशर,3,3,169,56.333333333333336,2,1,8,2.6666666666666665,649,216.33333333333334,0,2,0
16150,निघृष्व,7,3,71,23.666666666666668,4,3,12,4.0,137,45.666666666666664,1,2,0
16151,धारावनि,7,1,42,42.0,4,3,4,4.0,90,90.0,0,3,0
16152,पवनदेव,6,1,17,17.0,5,1,36,36.0,8,8.0,0,4,0
16153,पवनदेवता,8,1,17,17.0,6,2,36,36.0,8,8.0,0,5,0
16154,वायुदेव,7,1,17,17.0,4,3,36,36.0,8,8.0,0,3,0
16155,वायुदेवता,9,1,17,17.0,5,4,36,36.0,8,8.0,0,4,0
16156,मरुत,4,1,17,17.0,3,1,36,36.0,8,8.0,0,2,0
16157,दैत्यदेव,8,2,56,28.0,5,3,73,36.5,8,4.0,1,3,0
