id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
10095,प्रशासन,7,3,28,9.333333333333334,5,2,47,15.666666666666666,83,27.666666666666668,1,4,0
10096,शासन,4,4,43,10.75,3,1,22,5.5,94,23.5,0,2,1
10097,अनुशासन,7,3,22,7.333333333333333,4,3,22,7.333333333333333,66,22.0,0,4,0
10098,राजशाही,7,1,18,18.0,4,3,1,1.0,64,64.0,0,4,0
10099,राज्यव्यवस्था,13,2,26,13.0,8,5,19,9.5,64,32.0,3,5,0
10100,अधिशासन,7,1,18,18.0,4,3,1,1.0,64,64.0,0,4,0
10101,अभिशासन,7,1,18,18.0,4,3,1,1.0,64,64.0,0,4,0
10102,सरकार,5,1,9,9.0,4,1,10,10.0,17,17.0,0,3,0
10103,गवर्न्मंट,9,1,9,9.0,6,3,10,10.0,17,17.0,2,3,0
10104,गवर्न्मन्ट,10,1,9,9.0,7,3,10,10.0,17,17.0,3,3,0
10105,गवर्मन्ट,8,1,9,9.0,6,2,10,10.0,17,17.0,2,3,0
10106,गवर्मंट,7,1,9,9.0,5,2,10,10.0,17,17.0,1,3,0
10107,गवर्नमेंट,9,1,9,9.0,6,3,10,10.0,17,17.0,1,4,0
10108,गवर्नमेन्ट,10,1,9,9.0,7,3,10,10.0,17,17.0,2,4,0
