id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
11617,ऋतु,3,2,15,7.5,1,2,26,13.0,45,22.5,0,2,0
11618,मौसम,4,4,14,3.5,3,1,48,12.0,47,11.75,0,2,0
11619,मौसिम,5,3,12,4.0,3,2,41,13.666666666666666,47,15.666666666666666,0,2,0
11620,रितु,4,1,8,8.0,2,2,24,24.0,45,45.0,0,2,0
11621,रुत,3,1,8,8.0,2,1,24,24.0,45,45.0,0,1,0
11622,रज,2,3,23,7.666666666666667,2,0,13,4.333333333333333,17,5.666666666666667,0,1,0
11623,कुसुम,5,8,38,4.75,3,2,40,5.0,325,40.625,0,2,0
11624,पुष्प,5,2,23,11.5,3,2,4,2.0,323,161.5,1,1,0
11625,आर्त्तव,7,1,7,7.0,4,3,2,2.0,0,0.0,2,2,0
11626,आर्तव,5,1,7,7.0,3,2,2,2.0,0,0.0,1,2,0
