id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
10741,सफ़ाई,5,3,29,9.666666666666666,2,3,32,10.666666666666666,13,4.333333333333333,0,2,0
10742,सफाई,4,3,29,9.666666666666666,2,2,32,10.666666666666666,13,4.333333333333333,0,2,0
10743,मार्जन,6,4,19,4.75,4,2,60,15.0,12,3.0,1,2,0
10744,अवदान,5,7,114,16.285714285714285,3,2,42,6.0,215,30.714285714285715,0,3,0
10745,अवधावन,6,2,9,4.5,4,2,9,4.5,12,6.0,0,4,0
10746,उज्वलन,6,3,61,20.333333333333332,4,2,22,7.333333333333333,154,51.333333333333336,1,3,0
10747,उज्ज्वलन,8,3,61,20.333333333333332,5,3,22,7.333333333333333,154,51.333333333333336,2,3,0
10748,स्वच्छता,8,1,19,19.0,5,3,16,16.0,1,1.0,2,3,0
10749,शुद्धता,7,3,38,12.666666666666666,4,3,31,10.333333333333334,7,2.3333333333333335,1,2,0
10750,निर्मलता,8,1,19,19.0,5,3,16,16.0,1,1.0,1,3,0
10751,सुथरापन,7,1,19,19.0,5,2,16,16.0,1,1.0,0,4,0
10752,उज्वलता,7,1,19,19.0,4,3,16,16.0,1,1.0,1,3,0
10753,उज्ज्वलता,9,1,19,19.0,5,4,16,16.0,1,1.0,2,3,0
10754,उजलापन,6,1,19,19.0,4,2,16,16.0,1,1.0,0,4,0
10755,उज्वला,6,3,61,20.333333333333332,3,3,78,26.0,15,5.0,1,2,0
10756,उज्ज्वला,8,3,61,20.333333333333332,4,4,78,26.0,15,5.0,2,2,0
10757,उजलाई,5,3,70,23.333333333333332,2,3,33,11.0,143,47.666666666666664,0,3,0
10758,उजराई,5,3,70,23.333333333333332,2,3,33,11.0,143,47.666666666666664,0,3,0
10759,अमलता,5,2,31,15.5,3,2,31,15.5,1,0.5,0,3,0
10760,पूति,4,3,45,15.0,2,2,30,10.0,11,3.6666666666666665,0,2,0
10761,धवलिमा,6,2,25,12.5,4,2,31,15.5,2,1.0,0,4,0
10762,अभिवचन,6,2,19,9.5,4,2,28,14.0,1,0.5,0,4,0
