id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
12270,ब्राह्मण,8,3,39,13.0,5,3,27,9.0,26,8.666666666666666,2,3,1
12271,विप्र,5,1,35,35.0,3,2,15,15.0,14,14.0,1,2,0
12272,बाम्हन,6,3,40,13.333333333333334,4,2,22,7.333333333333333,23,7.666666666666667,1,2,1
12273,ब्रह्मण,7,2,38,19.0,5,2,16,8.0,23,11.5,2,3,1
12274,पंडित,5,2,51,25.5,3,2,30,15.0,67,33.5,0,2,1
12275,महिदेव,6,1,35,35.0,4,2,15,15.0,14,14.0,0,3,1
12276,अनलमुख,6,5,109,21.8,4,2,76,15.2,1269,253.8,0,4,1
12277,भूदेव,5,1,35,35.0,3,2,15,15.0,14,14.0,0,2,0
12278,भूदेवता,7,1,35,35.0,4,3,15,15.0,14,14.0,0,3,1
12279,वेदगर्भ,7,2,97,48.5,5,2,51,25.5,22,11.0,1,3,1
12280,त्रयीमुख,8,1,35,35.0,5,3,15,15.0,14,14.0,1,4,0
12281,द्विजपति,8,4,227,56.75,5,3,37,9.25,55,13.75,1,4,1
12282,द्विजेंद्र,10,4,227,56.75,5,5,37,9.25,55,13.75,2,4,1
12283,द्विजेन्द्र,11,4,227,56.75,6,5,37,9.25,55,13.75,3,4,1
12284,द्विजेश,7,4,227,56.75,4,3,37,9.25,55,13.75,1,3,1
12285,मैत्र,5,4,60,15.0,3,2,25,6.25,14,3.5,1,2,1
12286,लहेर,4,1,35,35.0,3,1,15,15.0,14,14.0,0,2,1
12287,वेदाधिदेव,9,1,35,35.0,5,4,15,15.0,14,14.0,0,4,1
12288,योगचक्षु,8,1,35,35.0,5,3,15,15.0,14,14.0,1,4,1
12289,सावित्र,7,9,183,20.333333333333332,4,3,239,26.555555555555557,167,18.555555555555557,1,3,1
12290,माहनीय,6,1,35,35.0,4,2,15,15.0,14,14.0,0,4,1
12291,माहन,4,1,35,35.0,3,1,15,15.0,14,14.0,0,2,1
12292,आग्नेय,6,14,209,14.928571428571429,3,3,115,8.214285714285714,29,2.0714285714285716,1,3,1
12293,भूसुर,5,1,35,35.0,3,2,15,15.0,14,14.0,0,2,0
12294,इरेश,4,4,142,35.5,2,2,150,37.5,16,4.0,0,2,1
12295,वर्णज्येष्ठ,11,1,35,35.0,7,4,15,15.0,14,14.0,3,3,0
