id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
13763,महुआ,4,2,17,8.5,2,2,53,26.5,6,3.0,0,2,0
13764,मधुक,4,2,17,8.5,3,1,53,26.5,6,3.0,0,2,0
13765,महूक,4,2,17,8.5,3,1,53,26.5,6,3.0,0,2,0
13766,महूख,4,2,17,8.5,3,1,53,26.5,6,3.0,0,2,0
13767,मधुष्ठील,8,1,10,10.0,5,3,37,37.0,2,2.0,1,3,0
13768,मधुवृक्ष,8,1,10,10.0,5,3,37,37.0,2,2.0,1,3,0
13769,मधुशाक,6,1,10,10.0,4,2,37,37.0,2,2.0,0,3,1
13770,महाद्रुम,8,3,71,23.666666666666668,5,3,111,37.0,4,1.3333333333333333,1,3,0
13771,मधूक,4,3,32,10.666666666666666,3,1,58,19.333333333333332,6,2.0,0,2,0
13772,अभिन्नपुट,9,1,7,7.0,5,4,16,16.0,4,4.0,1,4,0
