id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
15854,ढलान,4,1,19,19.0,3,1,14,14.0,3,3.0,0,2,0
15855,ढलाई,4,3,21,7.0,2,2,26,8.666666666666666,3,1.0,0,2,0
15856,ढलाव,4,1,19,19.0,3,1,14,14.0,3,3.0,0,2,0
15857,ढलवाँ,5,1,19,19.0,3,2,14,14.0,3,3.0,0,3,0
15858,ढलुवाँ,6,1,19,19.0,3,3,14,14.0,3,3.0,0,3,0
15859,ढालवाँ,6,1,19,19.0,3,3,14,14.0,3,3.0,0,3,0
15860,ढालू,4,1,19,19.0,2,2,14,14.0,3,3.0,0,2,0
15861,ढलुआ,4,1,19,19.0,2,2,14,14.0,3,3.0,0,2,0
15862,धँसान,5,3,33,11.0,3,2,21,7.0,3,1.0,0,2,0
15863,धंसान,5,3,33,11.0,3,2,21,7.0,3,1.0,0,2,0
15864,उतराई,5,5,42,8.4,2,3,28,5.6,4,0.8,0,3,0
15865,निचान,5,4,48,12.0,3,2,74,18.5,3,0.75,0,2,0
15866,रपट,3,5,33,6.6,3,0,40,8.0,3,0.6,0,2,0
15867,रपटा,4,4,30,7.5,3,1,29,7.25,3,0.75,0,2,0
15868,रपट्टा,6,5,39,7.8,4,2,30,6.0,3,0.6,1,3,0
