id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
12565,तसव्वुफ,7,1,23,23.0,5,2,0,0.0,0,0.0,1,3,0
12566,विरागी,6,1,8,8.0,3,3,15,15.0,0,0.0,0,3,1
12567,बैरागी,6,2,10,5.0,3,3,16,8.0,0,0.0,0,3,0
12568,वैरागी,6,2,10,5.0,3,3,16,8.0,0,0.0,0,3,1
12569,संन्यासी,8,2,14,7.0,4,4,21,10.5,40,20.0,1,3,0
12570,सन्यासी,7,1,8,8.0,4,3,15,15.0,0,0.0,1,3,0
12571,विमुख,5,3,29,9.666666666666666,3,2,0,0.0,0,0.0,0,2,1
12572,विरत,4,2,27,13.5,3,1,0,0.0,0,0.0,0,2,1
12573,सन्नासी,7,2,14,7.0,4,3,21,10.5,40,20.0,1,3,0
12574,अराग,4,1,23,23.0,2,2,0,0.0,0,0.0,0,2,0
12575,रागहीन,6,1,23,23.0,4,2,0,0.0,0,0.0,0,3,0
12576,कामनारहित,9,1,23,23.0,6,3,0,0.0,0,0.0,0,5,0
12577,अपाश्रित,8,3,39,13.0,4,4,0,0.0,0,0.0,1,3,0
12578,तसौवफ,5,1,23,23.0,4,1,0,0.0,0,0.0,0,3,0
12579,तसव्वुफ़,8,1,23,23.0,5,3,0,0.0,0,0.0,1,3,0
12580,तसौवफ़,6,1,23,23.0,4,2,0,0.0,0,0.0,0,3,0
