id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
1110,गिर,3,1,32,32.0,2,1,4,4.0,219,219.0,0,1,0
1111,पर्वत,5,4,36,9.0,4,1,23,5.75,219,54.75,1,2,0
1112,पहाड़,5,1,32,32.0,3,2,4,4.0,219,219.0,0,2,0
1113,गिरि,4,2,34,17.0,2,2,10,5.0,219,109.5,0,2,0
1114,शैल,3,1,32,32.0,2,1,4,4.0,219,219.0,0,1,0
1115,अद्रि,5,2,42,21.0,2,3,12,6.0,301,150.5,1,2,0
1116,महिधर,5,2,55,27.5,4,1,10,5.0,219,109.5,0,3,0
1117,तुंग,4,2,34,17.0,2,2,17,8.5,219,109.5,0,1,0
1118,शिखी,4,22,655,29.772727272727273,2,2,377,17.136363636363637,1180,53.63636363636363,0,2,1
1119,पयोधर,5,9,337,37.44444444444444,4,1,48,5.333333333333333,276,30.666666666666668,0,3,1
1120,अग,2,3,182,60.666666666666664,1,1,8,2.6666666666666665,771,257.0,0,1,1
1121,स्थावर,6,1,32,32.0,4,2,4,4.0,219,219.0,1,3,0
1122,अचल,3,2,33,16.5,2,1,40,20.0,219,109.5,0,2,0
1123,घाट,3,4,37,9.25,2,1,40,10.0,233,58.25,0,1,0
1124,कंदराकर,7,1,32,32.0,5,2,4,4.0,219,219.0,0,4,0
1125,भूधर,4,1,32,32.0,3,1,4,4.0,219,219.0,0,2,0
1126,वसुधाधर,7,2,167,83.5,5,2,44,22.0,221,110.5,0,4,0
1127,पारावत,6,3,71,23.666666666666668,4,2,49,16.333333333333332,420,140.0,0,3,0
1128,अलम,3,4,74,18.5,2,1,76,19.0,266,66.5,0,2,0
1129,व्यंशक,6,1,32,32.0,4,2,4,4.0,219,219.0,1,3,0
1130,तालिश,5,1,32,32.0,3,2,4,4.0,219,219.0,0,2,0
1131,अवि,3,9,297,33.0,1,2,95,10.555555555555555,255,28.333333333333332,0,2,0
1132,व्यंगक,6,1,32,32.0,4,2,4,4.0,219,219.0,1,3,0
1133,व्यङ्गक,7,1,32,32.0,5,2,4,4.0,219,219.0,2,3,0
1134,वलाहक,5,3,140,46.666666666666664,4,1,13,4.333333333333333,229,76.33333333333333,0,3,0
1135,पृथ्वीधर,8,1,32,32.0,5,3,4,4.0,219,219.0,1,3,0
1136,अश्म,4,6,175,29.166666666666668,2,2,29,4.833333333333333,328,54.666666666666664,1,1,1
1137,भूमिधर,6,2,55,27.5,4,2,10,5.0,219,109.5,0,3,0
1138,भूमिभृत,7,2,94,47.0,4,3,12,6.0,455,227.5,0,3,0
1139,पृथुशेखर,8,1,32,32.0,5,3,4,4.0,219,219.0,0,4,0
1140,दरीभृत,6,1,32,32.0,4,2,4,4.0,219,219.0,0,3,0
1141,धातुभृत्,8,1,32,32.0,4,4,4,4.0,219,219.0,1,3,0
