id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
826,तर्क,4,5,38,7.6,3,1,77,15.4,30,6.0,1,1,0
827,दलील,4,2,7,3.5,3,1,25,12.5,2,1.0,0,2,0
828,युक्ति,6,7,130,18.571428571428573,3,3,71,10.142857142857142,209,29.857142857142858,1,2,1
829,उपपत्ति,7,2,17,8.5,4,3,35,17.5,6,3.0,1,4,0
830,वाद,3,8,71,8.875,2,1,112,14.0,214,26.75,0,1,0
831,ताना,4,2,10,5.0,2,2,31,15.5,1,0.5,0,2,0
832,कटाक्ष,6,2,16,8.0,4,2,28,14.0,0,0.0,1,2,1
833,व्यंगोक्ति,10,1,9,9.0,5,5,20,20.0,0,0.0,2,4,0
834,आक्षेप,6,6,62,10.333333333333334,3,3,74,12.333333333333334,83,13.833333333333334,1,2,0
835,फबती,4,2,29,14.5,3,1,40,20.0,4,2.0,0,2,1
836,फब्ती,5,2,29,14.5,3,2,40,20.0,4,2.0,1,2,1
837,आवाज़ा,6,1,9,9.0,2,4,20,20.0,0,0.0,0,2,0
838,आवाजा,5,1,9,9.0,2,3,20,20.0,0,0.0,0,3,0
839,बहस,3,2,13,6.5,3,0,28,14.0,14,7.0,0,2,0
840,तर्कानुतर्क,11,1,12,12.0,7,4,24,24.0,14,14.0,2,4,0
841,अध्याहार,8,2,15,7.5,4,4,32,16.0,20,10.0,1,3,0
842,परित्याग,8,2,17,8.5,5,3,16,8.0,22,11.0,1,3,0
843,त्याग,5,4,23,5.75,3,2,34,8.5,35,8.75,1,2,0
844,उत्सर्ग,7,1,10,10.0,4,3,8,8.0,14,14.0,2,2,0
845,अपवर्जन,7,2,38,19.0,5,2,23,11.5,14,7.0,1,4,0
846,अपसर्ग,6,2,27,13.5,4,2,13,6.5,19,9.5,1,3,1
847,परिवर्जन,8,1,10,10.0,6,2,8,8.0,14,14.0,1,4,0
848,प्रहाण,6,2,18,9.0,4,2,23,11.5,16,8.0,1,3,0
849,प्रहाणि,7,2,32,16.0,4,3,12,6.0,15,7.5,1,4,0
850,विप्रहरण,8,1,10,10.0,6,2,8,8.0,14,14.0,1,4,0
