id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
9649,गण,2,5,86,17.2,2,0,84,16.8,610,122.0,0,1,0
9650,नौकर,4,1,39,39.0,3,1,15,15.0,76,76.0,0,2,0
9651,सेवक,4,3,51,17.0,3,1,45,15.0,90,30.0,0,2,0
9652,दास,3,2,44,22.0,2,1,54,27.0,76,38.0,0,1,0
9653,अनुचर,5,2,44,22.0,3,2,24,12.0,76,38.0,0,3,0
9654,ख़ादिम,6,1,39,39.0,3,3,15,15.0,76,76.0,0,2,0
9655,खादिम,5,1,39,39.0,3,2,15,15.0,76,76.0,0,2,0
9656,मुलाज़िम,8,1,39,39.0,4,4,15,15.0,76,76.0,0,3,0
9657,मुलाजिम,7,1,39,39.0,4,3,15,15.0,76,76.0,0,3,0
9658,परिचारक,7,1,39,39.0,5,2,15,15.0,76,76.0,0,4,0
9659,टहलुआ,5,1,39,39.0,3,2,15,15.0,76,76.0,0,3,0
9660,पार्षद,6,2,42,21.0,4,2,19,9.5,76,38.0,1,2,0
9661,अनुग,4,2,43,21.5,2,2,54,27.0,76,38.0,0,2,0
9662,अनुचारक,7,2,44,22.0,4,3,24,12.0,76,38.0,0,4,0
9663,अनुचारी,7,1,39,39.0,3,4,15,15.0,76,76.0,0,4,0
9664,ताबेदार,7,1,39,39.0,4,3,15,15.0,76,76.0,0,3,0
9665,पाबंद,5,2,41,20.5,3,2,22,11.0,76,38.0,0,2,0
9666,पाबन्द,6,2,41,20.5,4,2,22,11.0,76,38.0,1,2,0
9667,नफर,3,2,54,27.0,3,0,28,14.0,333,166.5,0,2,0
9668,नफ़र,4,2,54,27.0,3,1,28,14.0,333,166.5,0,1,0
9669,अभिचर,5,1,39,39.0,3,2,15,15.0,76,76.0,0,3,0
9670,भृत्य,5,1,39,39.0,3,2,15,15.0,76,76.0,1,2,0
9671,अभिसर,5,3,77,25.666666666666668,3,2,71,23.666666666666668,122,40.666666666666664,0,3,0
9672,अभिसारी,7,3,50,16.666666666666668,3,4,37,12.333333333333334,76,25.333333333333332,0,4,0
9673,पारिकुट,7,1,39,39.0,4,3,15,15.0,76,76.0,0,3,0
9674,माहली,5,1,39,39.0,3,2,15,15.0,76,76.0,0,2,0
9675,अर्थी,5,5,86,17.2,2,3,66,13.2,81,16.2,1,2,0
9676,अवराधक,6,1,39,39.0,4,2,15,15.0,76,76.0,0,4,0
9677,आज्ञापालक,9,1,39,39.0,5,4,15,15.0,76,76.0,1,4,0
9678,चकरिया,6,1,39,39.0,4,2,15,15.0,76,76.0,0,4,0
9679,चकरिहा,6,1,39,39.0,4,2,15,15.0,76,76.0,0,4,0
9680,आश्रित,6,2,44,22.0,3,3,54,27.0,76,38.0,1,2,0
9681,शिवगण,5,1,7,7.0,4,1,41,41.0,37,37.0,0,3,0
9682,शैलादि,6,1,7,7.0,3,3,41,41.0,37,37.0,0,3,0
9683,शिवकिंकर,8,1,7,7.0,5,3,41,41.0,37,37.0,0,4,0
9684,झुंड,4,3,47,15.666666666666666,2,2,58,19.333333333333332,479,159.66666666666666,0,1,0
9685,झुण्ड,5,3,47,15.666666666666666,3,2,58,19.333333333333332,479,159.66666666666666,1,1,0
9686,वृन्द,5,2,45,22.5,3,2,39,19.5,479,239.5,1,1,0
9687,वृंद,4,2,45,22.5,2,2,39,19.5,479,239.5,0,1,0
9688,खेढ़ा,5,1,36,36.0,2,3,3,3.0,479,479.0,0,2,0
9689,फौज,3,2,49,24.5,2,1,24,12.0,533,266.5,0,1,0
9690,फ़ौज,4,2,49,24.5,2,2,24,12.0,533,266.5,0,1,0
9691,पलटन,4,2,38,19.0,4,0,39,19.5,479,239.5,0,3,0
9692,गुट्ट,5,1,36,36.0,3,2,3,3.0,479,479.0,1,1,0
9693,पल्टन,5,2,38,19.0,4,1,39,19.5,479,239.5,1,2,0
9694,अवली,4,4,63,15.75,2,2,35,8.75,504,126.0,0,2,1
9695,निकुरंब,7,1,36,36.0,4,3,3,3.0,479,479.0,0,3,0
9696,निकुरम्ब,8,1,36,36.0,5,3,3,3.0,479,479.0,1,3,0
9697,संकुल,5,4,93,23.25,3,2,34,8.5,532,133.0,0,2,0
9698,सङ्कुल,6,4,93,23.25,4,2,34,8.5,532,133.0,1,2,0
9699,घटा,3,2,45,22.5,2,1,24,12.0,482,241.0,0,1,0
9700,झँडूला,6,4,39,9.75,3,3,117,29.25,479,119.75,0,3,0
