id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
480,असफलता,6,2,30,15.0,4,2,10,5.0,5,2.5,0,4,0
481,नाकामयाबी,9,1,5,5.0,5,4,2,2.0,0,0.0,0,5,0
482,नाकामी,6,1,5,5.0,3,3,2,2.0,0,0.0,0,3,0
483,विफलता,6,1,5,5.0,4,2,2,2.0,0,0.0,0,3,0
484,अनिष्पत्ति,10,2,23,11.5,5,5,5,2.5,17,8.5,2,4,0
485,हार,3,3,34,11.333333333333334,2,1,17,5.666666666666667,109,36.333333333333336,0,1,0
486,पराजय,5,1,25,25.0,4,1,8,8.0,5,5.0,0,3,0
487,पराभव,5,3,137,45.666666666666664,4,1,39,13.0,34,11.333333333333334,0,3,0
488,शिकस्त,6,1,25,25.0,4,2,8,8.0,5,5.0,1,2,0
489,मात,3,1,25,25.0,2,1,8,8.0,5,5.0,0,1,0
490,अजय,3,1,25,25.0,2,1,8,8.0,5,5.0,0,2,0
491,अजै,3,1,25,25.0,1,2,8,8.0,5,5.0,0,2,0
492,अनभिभव,6,1,25,25.0,4,2,8,8.0,5,5.0,0,4,0
493,आपजय,4,1,25,25.0,3,1,8,8.0,5,5.0,0,3,0
494,विघात,5,5,145,29.0,3,2,70,14.0,145,29.0,0,2,1
495,अभिभव,5,3,92,30.666666666666668,3,2,32,10.666666666666666,11,3.6666666666666665,0,3,1
496,अभिभूति,7,1,25,25.0,3,4,8,8.0,5,5.0,0,4,0
497,अभिषंग,6,6,80,13.333333333333334,3,3,134,22.333333333333332,35,5.833333333333333,0,3,0
498,अभिषङ्ग,7,6,80,13.333333333333334,4,3,134,22.333333333333332,35,5.833333333333333,1,3,0
499,प्रसाह,6,1,25,25.0,4,2,8,8.0,5,5.0,1,3,0
500,अवगणन,5,6,116,19.333333333333332,4,1,49,8.166666666666666,18,3.0,0,4,1
501,अवजय,4,1,25,25.0,3,1,8,8.0,5,5.0,0,3,0
502,अवज्ञा,6,4,101,25.25,3,3,34,8.5,14,3.5,1,3,1
503,अवसाद,5,8,107,13.375,3,2,151,18.875,11,1.375,0,3,1
504,आवर्जन,6,3,42,14.0,4,2,17,5.666666666666667,13,4.333333333333333,1,3,1
505,भंग,3,12,156,13.0,2,1,106,8.833333333333334,180,15.0,0,1,1
506,भङ्ग,4,12,156,13.0,3,1,106,8.833333333333334,180,15.0,1,1,1
507,परिभाव,6,2,89,44.5,4,2,24,12.0,11,5.5,0,3,1
508,परीभाव,6,2,89,44.5,4,2,24,12.0,11,5.5,0,3,0
