id,word,length,n_synsets,n_synonyms,n_avg_synonyms,n_consonants,n_vowels,n_hypernyms,n_avg_hypernyms,n_hyponyms,n_avg_hyponyms,n_consonantconjuncts,n_syllables,label
1358,प्रस्तुत,8,2,24,12.0,5,3,0,0.0,0,0.0,2,3,1
1359,उपस्थित,7,2,15,7.5,4,3,0,0.0,0,0.0,1,3,1
1360,हाज़िर,6,1,11,11.0,3,3,0,0.0,0,0.0,0,2,0
1361,हाजिर,5,1,11,11.0,3,2,0,0.0,0,0.0,0,2,0
1362,मौजूद,5,1,11,11.0,3,2,0,0.0,0,0.0,0,2,0
1363,विद्यमान,8,2,15,7.5,5,3,0,0.0,0,0.0,1,3,0
1364,पेश,3,1,11,11.0,2,1,0,0.0,0,0.0,0,1,0
1365,अवस्थित,7,2,16,8.0,4,3,0,0.0,0,0.0,1,3,0
1366,अभिमुख,6,3,23,7.666666666666667,3,3,0,0.0,0,0.0,0,3,1
1367,बरक़रार,7,3,32,10.666666666666666,5,2,0,0.0,0,0.0,0,3,1
1368,बरकरार,6,3,32,10.666666666666666,5,1,0,0.0,0,0.0,0,4,0
1369,तत्पर,5,1,13,13.0,4,1,0,0.0,0,0.0,1,2,0
1370,उद्यत,5,1,13,13.0,3,2,0,0.0,0,0.0,1,2,0
1371,मुस्तैद,7,1,13,13.0,4,3,0,0.0,0,0.0,1,2,0
1372,तैयार,5,4,23,5.75,3,2,0,0.0,0,0.0,0,2,0
1373,उतारू,5,1,19,19.0,2,3,14,14.0,3,3.0,0,3,0
1374,आमादा,5,1,13,13.0,2,3,0,0.0,0,0.0,0,3,0
1375,कटिबद्ध,7,1,13,13.0,5,2,0,0.0,0,0.0,1,3,0
1376,सन्नद्ध,7,2,40,20.0,5,2,0,0.0,0,0.0,2,2,0
1377,संसिद्ध,7,7,114,16.285714285714285,4,3,0,0.0,0,0.0,1,2,0
1378,सन्निहित,8,3,33,11.0,5,3,0,0.0,0,0.0,1,3,0
1379,आरूढ़,5,3,36,12.0,2,3,0,0.0,0,0.0,0,2,0
1380,प्रवृत्त,8,11,139,12.636363636363637,5,3,0,0.0,0,0.0,2,3,0
